path,side,classification,high_risk
reports/m16d/03_p_m6_weights.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/04_weight_summary.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/05_effective_contributions.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/06_sample_size_subgroups.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/07_m6_extremes.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/08_posterior_robustness.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/09_calibration.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/10_selection_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/11_bootstrap_comparisons.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/12_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/13_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/14_stop_summary.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/charts/delta_squared_error.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/charts/M6_vs_residual_after_P.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/charts/P_pred_vs_Y.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/charts/PM6_pred_vs_Y.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/charts/PM6_residual_vs_pred.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/freeze/m16b_00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/freeze/m16c_00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/predictions/M16D_M6_ONLY.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/predictions/M16D_P_BASE.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/predictions/M16D_P_M6.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/predictions/M16D_P_RESIDUAL_M6.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/01_war_dataflow.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/02_war_unit_ledger.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/03_exposure_identity.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/04_war_reconstruction.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/05_war_counterfactual_decomposition.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/06_cross_season_war_architecture.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/07_team_war_accounting.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/08_war_inflation_flags.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/09_representative_war_traces.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/10_m6_practical_significance.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/11_metric_noise_estimate.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/12_p_calibration_diagnostics.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/13_posterior_technical_debt.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/14_approach_ab_readiness.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/15_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/16_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/17_stop_summary.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/charts/current_vs_posterior_direct_war.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/charts/drbl100_vs_war.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/charts/p_calibration_deciles.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/charts/possessions_vs_war.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/charts/posterior_vs_finalAbility.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/charts/team_war_vs_wins.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/freeze/site-2024-25.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e0/freeze/site-2025-26.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/01_exposure_conventions.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/01b_exposure_ratio_by_team.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/02_candidate_war.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/03_production_inflation_factor.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/04_rate_conversion_identity.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/05_candidate_equivalence.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/06_replacement_unit_conversion.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/07_loo_scale_decomposition.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/08_team_accounting.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/09_calibration_stability.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/10_representative_traces.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/11_dimensional_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/12_war_repair_candidate.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/13_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/charts/exposure_ratio_hist.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/charts/inflation_factor.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/charts/loo_slope_sensitivity.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/charts/n_combined_vs_n_paired.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/charts/paired_vs_combined_converted.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/charts/production_vs_paired_war.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/charts/team_paired_war_vs_wins.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/charts/team_production_war_vs_wins.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/freeze/paired-possessions-cache.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1/freeze/site-2024-25.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1-deploy/00_unit_repair_deploy.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1-deploy/01_representative_war.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1-deploy/02_deploy_notes.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1-deploy/freeze/2024-25-post-4.0.1.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1-deploy/freeze/2024-25-pre-4.0.1.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16e1-deploy/freeze/m16a-full-2024-25-pre-4.0.1.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f/01_approach_specification.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f/13_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f/15_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f0/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f0/01_epv_infrastructure_inventory.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f0/02_epv_feature_audit.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f0/03_replacement_compatibility.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f0/04_state_definition.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f0/05_local_counterfactual_identity.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f0/06_approach_a_spec_v1.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f0/07_a_vs_b_conceptual_contract.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f0/08_support_coverage.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f0/09_compute_cost.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f0/10_prototype_examples.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f0/11_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f0/12_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/01_engine_split.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/02_epv_target_definition.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/03_feature_contract.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/04_counterfactual_decomposition.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/05_context_sensitivity.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/06_local_identity.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/07_permutation_sanity.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/08_epv_model_card.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/09_epv_metrics.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/10_epv_calibration.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/11_support_coverage.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/12_player_signal_diagnostics.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/13_defense_diagnostics.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/14_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/15_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/charts/holdout_rmse.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1/prototype_examples/sample_counterfactuals.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/01_m16f1_reproduction.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/02_support_failure_reasons.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/03_unseen_player_audit.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/04_reference_panel.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/05_player_stability.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/06_player_stability_summary.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/07_delta_stability.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/08_component_stability.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/09_reliability_decomposition.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/10_replacement_sensitivity.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/11_r1_member_sensitivity.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/12_focal_interaction_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/13_aggregate_outcome_definition.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/14_aggregate_signal.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/15_calibration_comparison.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/16_support_distance_reliability.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/17_offense_defense_reliability.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/18_readiness_matrix.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/19_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/20_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/21_final_response_values.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/charts/aggregate_signal.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/charts/calibration_comparison.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/charts/component_stability.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/charts/exposure_reliability.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/charts/offense_defense_reliability.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/charts/pairwise_stability.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/charts/player_pa_refit_scatter.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/charts/r1_loo_sensitivity.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/charts/replacement_k_comparison.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f1b/charts/support_distance_reliability.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/01_decision_rules.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/02_train_refit.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/03_coverage.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/04_coefficient_coverage.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/05_primary_metrics.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/06_bootstrap.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/07_train_calibrated_diagnostic.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/08_context_incremental.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/09_support_strata.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/10_exposure_strata.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/11_common_universe_bias.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/12_calibration.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/13_anonymous_error_analysis.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/14_model_selection_decision.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/15_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/16_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/17_final_response_values.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/charts/a_error_vs_b_error.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/charts/a_vs_b_scatter.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/charts/bootstrap_delta_rmse.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/charts/bootstrap_delta_rmse.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/charts/calibration_A.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/charts/calibration_B.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/charts/coverage_by_exposure.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/charts/coverage_by_team.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/charts/exposure_stratified_delta_rmse.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/charts/full_vs_static_A.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/charts/prediction_distributions.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16f2/charts/support_stratified_delta_rmse.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/01_existing_posterior_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/02_research_input_contract.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/03_posterior_folds.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/04_fold_rows.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/05_candidate_metrics.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/06_bootstrap_vs_k0.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/07_exposure_quartiles.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/08_high_exposure_distortion.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/09_reliability_weights.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/10_shrinkage_magnitude.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/11_prior_bias_diagnostic.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/12_calibration.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/13_fold_consistency.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/14_production_gap.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/15_posterior_selection_decision.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/16_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/17_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/18_final_response_values.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/charts/bootstrap_vs_k0.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/charts/calibration_slope_vs_k.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/charts/delta_rmse_vs_k.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/charts/exposure_variance_diagnostic.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/charts/extreme_decile_future_outcomes.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/charts/fold_delta_rmse.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/charts/prediction_sd_vs_k.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/charts/rank_stability.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/charts/raw_vs_posterior_scatter.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/charts/reliability_vs_exposure.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/charts/rmse_by_exposure_quartile.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/charts/rmse_vs_k.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g/charts/shrinkage_vs_exposure.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/01_m16g_reproduction.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/02_ability_lineage.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/03_ability_lineage_graph.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/04_lineage_reconstruction.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/05_research_posterior_contract.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/06_zero_semantics.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/07_extended_candidate_metrics.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/08_marginal_k_improvements.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/09_optimum_bootstrap.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/10_over_shrinkage_diagnostic.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/11_exposure_quartiles_extended.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/12_fold_consistency_extended.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/13_calibration_vs_k.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/14_reliability_weights_extended.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/15_final_k_decision.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/16_production_alignment_plan.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/17_field_naming_audit.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/18_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/19_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/20_final_response_values.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/charts/ability_lineage_diagram.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/charts/calibration_slope_vs_k.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/charts/extreme_decile_behavior.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/charts/fold_rmse_vs_k.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/charts/marginal_improvement.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/charts/median_reliability_vs_k.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/charts/pred_sd_vs_k.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/charts/q_rmse_vs_k.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/charts/rank_corr_vs_k.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/charts/rmse_vs_log_k.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g1/charts/rmse_zoom_optimum.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/01_m16g1_reproduction.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/02_research_ability_contract.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/03_shadow_independence_tests.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/04_single_posterior_identity.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/05_zero_semantics_contract.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/06_od_decomposition_audit.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/07_component_role_contract.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/08_old_vs_research_architecture.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/09_shadow_comparison.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/10_distribution_comparison.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/11_exposure_divergence.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/12_uncertainty_compatibility.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/13_ranking_contract.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/14_field_consumer_inventory.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/15_proposed_field_schema.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/16_legacy_mapping.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/17_migration_plan.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/18_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/19_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/20_ranking_sensitivity.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/21_final_response_values.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/charts/diff_vs_exposure.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/charts/legacy_distribution.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/charts/legacy_vs_research_scatter.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/charts/rank_displacement_hist.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/charts/rank_scatter.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/charts/raw_vs_posterior.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/charts/reliability_curve.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/charts/reliability_vs_exposure.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/charts/research_distribution.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16g2/charts/shrinkage_vs_N.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/01_posterior_reproduction.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/02_target_zero_semantics.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/03_calibration_protocol.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/04_calibration_rows.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/05_zero_linear_fits.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/06_affine_diagnostic.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/07_primary_calibration_metrics.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/08_bootstrap_zero_vs_identity.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/09_fold_consistency.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/10_affine_baseline_shift.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/11_exposure_calibration.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/12_sign_range_diagnostic.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/12b_extreme_decile_diagnostic.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16h/13_calibration_bins.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
