season,gameId,pointsHomeEvent,pointsAwayEvent,pointsHomeOfficial,pointsAwayOfficial,residual,exact
2024-25,0022400606,95,99,95,99,0,YES
2024-25,0022400607,107,116,107,116,0,YES
2024-25,0022400608,109,93,109,93,0,YES
2024-25,0022400609,144,109,144,109,0,YES
2024-25,0022400610,111,88,111,88,0,YES
2024-25,0022400611,99,112,99,112,0,YES
2024-25,0022400612,104,114,104,114,0,YES
2024-25,0022400613,84,108,84,108,0,YES
2024-25,0022400614,114,115,114,115,0,YES
2024-25,0022400615,109,108,109,108,0,YES
2024-25,0022400616,132,120,132,120,0,YES
2024-25,0022400617,107,111,107,111,0,YES
2024-25,0022400618,123,114,123,114,0,YES
2024-25,0022400619,123,117,123,117,0,YES
2024-25,0022400620,113,117,113,117,0,YES
2024-25,0022400622,79,101,79,101,0,YES
2024-25,0022400623,119,122,119,122,0,YES
2024-25,0022400624,125,96,125,96,0,YES
2024-25,0022400625,115,121,115,121,0,YES
2024-25,0022400626,132,123,132,123,0,YES
2024-25,0022400627,128,112,128,112,0,YES
2024-25,0022400628,131,106,131,106,0,YES
2024-25,0022400629,117,96,117,96,0,YES
2024-25,0022400630,97,102,97,102,0,YES
2024-25,0022400631,132,129,132,129,0,YES
2024-25,0022400632,139,126,139,126,0,YES
2024-25,0022400634,133,104,133,104,0,YES
2024-25,0022400635,107,122,107,122,0,YES
2024-25,0022400636,97,106,97,106,0,YES
2024-25,0022400637,123,92,123,92,0,YES
2024-25,0022400638,121,113,121,113,0,YES
2024-25,0022400639,94,117,94,117,0,YES
2024-25,0022400640,131,135,131,135,0,YES
2024-25,0022400641,143,120,143,120,0,YES
2024-25,0022400642,97,109,97,109,0,YES
2024-25,0022400643,125,103,125,103,0,YES
2024-25,0022400644,108,118,108,118,0,YES
2024-25,0022400645,119,109,119,109,0,YES
2024-25,0022400646,127,117,127,117,0,YES
2024-25,0022400647,108,118,108,118,0,YES
2024-25,0022400648,107,112,107,112,0,YES
2024-25,0022400649,110,91,110,91,0,YES
2024-25,0022400650,112,114,112,114,0,YES
2024-25,0022400651,96,110,96,110,0,YES
2024-25,0022400652,125,119,125,119,0,YES
2024-25,0022400653,143,106,143,106,0,YES
2024-25,0022400654,113,104,113,104,0,YES
2024-25,0022400655,129,121,129,121,0,YES
2024-25,0022400656,100,92,100,92,0,YES
2024-25,0022400657,130,108,130,108,0,YES
2024-25,0022400658,110,125,110,125,0,YES
2024-25,0022400659,111,109,111,109,0,YES
2024-25,0022400660,118,104,118,104,0,YES
2024-25,0022400661,114,103,114,103,0,YES
2024-25,0022400662,125,112,125,112,0,YES
2024-25,0022400663,83,104,83,104,0,YES
2024-25,0022400664,133,119,133,119,0,YES
2024-25,0022400665,82,106,82,106,0,YES
2024-25,0022400666,122,100,122,100,0,YES
2024-25,0022400667,106,126,106,126,0,YES
2024-25,0022400668,122,112,122,112,0,YES
2024-25,0022400669,117,104,117,104,0,YES
2024-25,0022400670,136,137,136,137,0,YES
2024-25,0022400671,116,128,116,128,0,YES
2024-25,0022400672,113,121,113,121,0,YES
2024-25,0022400673,116,109,116,109,0,YES
2024-25,0022400674,96,134,96,134,0,YES
2024-25,0022400675,137,115,137,115,0,YES
2024-25,0022400676,120,119,120,119,0,YES
2024-25,0022400677,113,138,113,138,0,YES
2024-25,0022400678,119,90,119,90,0,YES
2024-25,0022400679,104,112,104,112,0,YES
2024-25,0022400680,117,102,117,102,0,YES
2024-25,0022400681,134,137,134,137,0,YES
2024-25,0022400682,106,122,106,122,0,YES
2024-25,0022400683,116,118,116,118,0,YES
2024-25,0022400684,144,118,144,118,0,YES
2024-25,0022400685,105,130,105,130,0,YES
2024-25,0022400686,132,127,132,127,0,YES
2024-25,0022400687,113,99,113,99,0,YES
2024-25,0022400688,104,107,104,107,0,YES
2024-25,0022400689,98,110,98,110,0,YES
2024-25,0022400690,103,105,103,105,0,YES
2024-25,0022400691,144,110,144,110,0,YES
2024-25,0022400692,112,128,112,128,0,YES
2024-25,0022400693,103,105,103,105,0,YES
2024-25,0022400694,127,108,127,108,0,YES
2024-25,0022400695,127,119,127,119,0,YES
2024-25,0022400696,144,101,144,101,0,YES
2024-25,0022400697,115,108,115,108,0,YES
2024-25,0022400698,110,118,110,118,0,YES
2024-25,0022400699,119,132,119,132,0,YES
2024-25,0022400700,114,124,114,124,0,YES
2024-25,0022400701,130,132,130,132,0,YES
2024-25,0022400702,124,118,124,118,0,YES
2024-25,0022400703,128,109,128,109,0,YES
2024-25,0022400704,114,116,114,116,0,YES
2024-25,0022400705,125,96,125,96,0,YES
2024-25,0022400706,125,113,125,113,0,YES
2024-25,0022400707,111,112,111,112,0,YES
2024-25,0022400708,104,99,104,99,0,YES
2024-25,0022400709,121,119,121,119,0,YES
2024-25,0022400710,105,112,105,112,0,YES
2024-25,0022400711,99,97,99,97,0,YES
2024-25,0022400712,118,116,118,116,0,YES
2024-25,0022400713,115,121,115,121,0,YES
2024-25,0022400714,133,124,133,124,0,YES
2024-25,0022400715,97,122,97,122,0,YES
2024-25,0022400716,112,89,112,89,0,YES
2024-25,0022400717,102,112,102,112,0,YES
2024-25,0022400718,115,118,115,118,0,YES
2024-25,0022400719,125,126,125,126,0,YES
2024-25,0022400720,102,119,102,119,0,YES
2024-25,0022400721,101,108,101,108,0,YES
2024-25,0022400722,107,138,107,138,0,YES
2024-25,0022400723,127,108,127,108,0,YES
2024-25,0022400724,140,109,140,109,0,YES
2024-25,0022400725,131,128,131,128,0,YES
2024-25,0022400726,144,119,144,119,0,YES
2024-25,0022400727,111,130,111,130,0,YES
2024-25,0022400728,120,127,120,127,0,YES
2024-25,0022400729,127,114,127,114,0,YES
2024-25,0022400730,112,90,112,90,0,YES
2024-25,0022400731,120,112,120,112,0,YES
2024-25,0022400732,108,102,108,102,0,YES
2024-25,0022400733,112,119,112,119,0,YES
2024-25,0022400734,117,116,117,116,0,YES
2024-25,0022400735,124,134,124,134,0,YES
2024-25,0022400736,115,110,115,110,0,YES
2024-25,0022400737,102,86,102,86,0,YES
2024-25,0022400738,125,112,125,112,0,YES
2024-25,0022400739,121,109,121,109,0,YES
2024-25,0022400740,135,127,135,127,0,YES
2024-25,0022400741,116,105,116,105,0,YES
2024-25,0022400742,124,117,124,117,0,YES
2024-25,0022400743,112,111,112,111,0,YES
2024-25,0022400744,111,125,111,125,0,YES
2024-25,0022400745,111,132,111,132,0,YES
2024-25,0022400746,112,125,112,125,0,YES
2024-25,0022400747,114,98,114,98,0,YES
2024-25,0022400748,104,131,104,131,0,YES
2024-25,0022400749,105,122,105,122,0,YES
2024-25,0022400750,123,118,123,118,0,YES
2024-25,0022400751,130,110,130,110,0,YES
2024-25,0022400752,112,102,112,102,0,YES
2024-25,0022400753,94,87,94,87,0,YES
2024-25,0022400754,135,127,135,127,0,YES
2024-25,0022400755,128,107,128,107,0,YES
2024-25,0022400756,106,112,106,112,0,YES
2024-25,0022400757,121,131,121,131,0,YES
2024-25,0022400758,97,89,97,89,0,YES
2024-25,0022400759,85,103,85,103,0,YES
2024-25,0022400760,111,125,111,125,0,YES
2024-25,0022400761,137,101,137,101,0,YES
2024-25,0022400762,128,129,128,129,0,YES
2024-25,0022400763,146,117,146,117,0,YES
2024-25,0022400764,103,106,103,106,0,YES
2024-25,0022400765,115,128,115,128,0,YES
2024-25,0022400766,92,132,92,132,0,YES
2024-25,0022400767,112,119,112,119,0,YES
2024-25,0022400768,132,113,132,113,0,YES
2024-25,0022400769,116,103,116,103,0,YES
2024-25,0022400770,102,86,102,86,0,YES
2024-25,0022400771,130,134,130,134,0,YES
2024-25,0022400772,100,96,100,96,0,YES
2024-25,0022400773,149,148,149,148,0,YES
2024-25,0022400774,108,131,108,131,0,YES
2024-25,0022400775,110,128,110,128,0,YES
2024-25,0022400776,101,103,101,103,0,YES
2024-25,0022400777,111,119,111,119,0,YES
2024-25,0022400778,115,101,115,101,0,YES
2024-25,0022400779,119,111,119,111,0,YES
2024-25,0022400780,132,121,132,121,0,YES
2024-25,0022400781,131,119,131,119,0,YES
2024-25,0022400782,111,107,111,107,0,YES
2024-25,0022400783,128,114,128,114,0,YES
2024-25,0022400784,98,105,98,105,0,YES
2024-25,0022400785,140,133,140,133,0,YES
2024-25,0022400786,118,113,118,113,0,YES
2024-25,0022400787,116,101,116,101,0,YES
2024-25,0022400788,127,113,127,113,0,YES
2024-25,0022400789,104,124,104,124,0,YES
2024-25,0022400790,108,114,108,114,0,YES
2024-25,0022400791,97,110,97,110,0,YES
2024-25,0022400792,113,111,113,111,0,YES
2024-25,0022400793,116,110,116,110,0,YES
2024-25,0022400794,129,115,129,115,0,YES
2024-25,0022400795,120,109,120,109,0,YES
2024-25,0022400796,102,110,102,110,0,YES
2024-25,0022400797,142,105,142,105,0,YES
2024-25,0022400798,104,105,104,105,0,YES
2024-25,0022400799,101,104,101,104,0,YES
2024-25,0022400800,111,120,111,120,0,YES
2024-25,0022400801,121,115,121,115,0,YES
2024-25,0022400802,110,125,110,125,0,YES
2024-25,0022400803,111,103,111,103,0,YES
2024-25,0022400804,107,130,107,130,0,YES
2024-25,0022400805,108,132,108,132,0,YES
2024-25,0022400806,117,121,117,121,0,YES
2024-25,0022400807,103,105,103,105,0,YES
2024-25,0022400808,100,123,100,123,0,YES
2024-25,0022400809,124,115,124,115,0,YES
2024-25,0022400810,141,88,141,88,0,YES
2024-25,0022400811,118,105,118,105,0,YES
2024-25,0022400812,126,102,126,102,0,YES
2024-25,0022400813,129,111,129,111,0,YES
2024-25,0022400814,143,148,143,148,0,YES
2024-25,0022400815,110,90,110,90,0,YES
2024-25,0022400816,127,109,127,109,0,YES
2024-25,0022400817,120,113,120,113,0,YES
2024-25,0022400818,114,96,114,96,0,YES
2024-25,0022400819,129,123,129,123,0,YES
2024-25,0022400820,123,130,123,130,0,YES
2024-25,0022400821,106,97,106,97,0,YES
2024-25,0022400822,116,125,116,125,0,YES
2024-25,0022400823,110,142,110,142,0,YES
2024-25,0022400824,107,99,107,99,0,YES
2024-25,0022400825,98,86,98,86,0,YES
2024-25,0022400826,128,131,128,131,0,YES
2024-25,0022400827,112,114,112,114,0,YES
2024-25,0022400828,130,88,130,88,0,YES
2024-25,0022400829,101,111,101,111,0,YES
2024-25,0022400830,82,122,82,122,0,YES
2024-25,0022400831,100,97,100,97,0,YES
2024-25,0022400832,151,148,151,148,0,YES
2024-25,0022400833,109,103,109,103,0,YES
2024-25,0022400834,128,92,128,92,0,YES
2024-25,0022400835,107,99,107,99,0,YES
2024-25,0022400836,117,97,117,97,0,YES
2024-25,0022400837,111,91,111,91,0,YES
2024-25,0022400838,110,105,110,105,0,YES
2024-25,0022400839,121,129,121,129,0,YES
2024-25,0022400840,121,129,121,129,0,YES
2024-25,0022400841,131,109,131,109,0,YES
2024-25,0022400842,117,122,117,122,0,YES
2024-25,0022400843,101,118,101,118,0,YES
2024-25,0022400844,118,106,118,106,0,YES
2024-25,0022400845,115,121,115,121,0,YES
2024-25,0022400846,121,112,121,112,0,YES
2024-25,0022400847,103,96,103,96,0,YES
2024-25,0022400848,116,124,116,124,0,YES
2024-25,0022400849,111,102,111,102,0,YES
2024-25,0022400850,119,134,119,134,0,YES
2024-25,0022400851,119,135,119,135,0,YES
2024-25,0022400852,116,123,116,123,0,YES
2024-25,0022400853,102,121,102,121,0,YES
2024-25,0022400854,125,120,125,120,0,YES
2024-25,0022400855,125,115,125,115,0,YES
2024-25,0022400856,113,114,113,114,0,YES
2024-25,0022400857,125,108,125,108,0,YES
2024-25,0022400858,117,116,117,116,0,YES
2024-25,0022400859,106,102,106,102,0,YES
2024-25,0022400860,100,113,100,113,0,YES
2024-25,0022400861,115,94,115,94,0,YES
2024-25,0022400862,103,113,103,113,0,YES
2024-25,0022400863,128,130,128,130,0,YES
2024-25,0022400864,126,119,126,119,0,YES
2024-25,0022400865,117,132,117,132,0,YES
2024-25,0022400866,110,103,110,103,0,YES
2024-25,0022400867,133,129,133,129,0,YES
2024-25,0022400868,127,112,127,112,0,YES
2024-25,0022400869,112,116,112,116,0,YES
2024-25,0022400870,102,104,102,104,0,YES
2024-25,0022400871,132,146,132,146,0,YES
2024-25,0022400872,121,128,121,128,0,YES
2024-25,0022400873,98,116,98,116,0,YES
2024-25,0022400874,108,102,108,102,0,YES
2024-25,0022400875,101,119,101,119,0,YES
2024-25,0022400876,102,119,102,119,0,YES
2024-25,0022400877,106,90,106,90,0,YES
2024-25,0022400878,130,132,130,132,0,YES
2024-25,0022400879,137,128,137,128,0,YES
2024-25,0022400880,98,122,98,122,0,YES
2024-25,0022400881,106,134,106,134,0,YES
2024-25,0022400882,115,102,115,102,0,YES
2024-25,0022400883,113,114,113,114,0,YES
2024-25,0022400884,121,127,121,127,0,YES
2024-25,0022400885,102,114,102,114,0,YES
2024-25,0022400886,117,139,117,139,0,YES
2024-25,0022400887,126,112,126,112,0,YES
2024-25,0022400888,127,113,127,113,0,YES
2024-25,0022400889,119,117,119,117,0,YES
2024-25,0022400890,136,115,136,115,0,YES
2024-25,0022400891,128,118,128,118,0,YES
2024-25,0022400892,110,125,110,125,0,YES
2024-25,0022400893,112,107,112,107,0,YES
2024-25,0022400894,125,122,125,122,0,YES
2024-25,0022400895,103,120,103,120,0,YES
2024-25,0022400896,116,110,116,110,0,YES
2024-25,0022400897,137,107,137,107,0,YES
2024-25,0022400898,123,115,123,115,0,YES
2024-25,0022400899,124,118,124,118,0,YES
2024-25,0022400900,123,105,123,105,0,YES
2024-25,0022400901,119,121,119,121,0,YES
2024-25,0022400902,97,109,97,109,0,YES
2024-25,0022400903,113,109,113,109,0,YES
2024-25,0022400904,117,118,117,118,0,YES
2024-25,0022400905,118,109,118,109,0,YES
2024-25,0022400906,111,122,111,122,0,YES
2024-25,0022400907,104,106,104,106,0,YES
2024-25,0022400908,107,89,107,89,0,YES
2024-25,0022400909,149,141,149,141,0,YES
2024-25,0022400910,127,109,127,109,0,YES
2024-25,0022400911,105,95,105,95,0,YES
2024-25,0022400912,105,102,105,102,0,YES
2024-25,0022400913,146,117,146,117,0,YES
2024-25,0022400914,120,118,120,118,0,YES
2024-25,0022400915,117,118,117,118,0,YES
2024-25,0022400916,109,114,109,114,0,YES
2024-25,0022400917,109,111,109,111,0,YES
2024-25,0022400918,111,101,111,101,0,YES
2024-25,0022400919,115,110,115,110,0,YES
2024-25,0022400920,127,103,127,103,0,YES
2024-25,0022400921,116,125,116,125,0,YES
2024-25,0022400922,100,112,100,112,0,YES
2024-25,0022400923,104,107,104,107,0,YES
2024-25,0022400924,126,122,126,122,0,YES
2024-25,0022400925,141,124,141,124,0,YES
2024-25,0022400926,112,119,112,119,0,YES
2024-25,0022400927,111,110,111,110,0,YES
2024-25,0022400928,132,123,132,123,0,YES
2024-25,0022400929,114,108,114,108,0,YES
2024-25,0022400930,111,108,111,108,0,YES
2024-25,0022400931,102,105,102,105,0,YES
2024-25,0022400932,119,104,119,104,0,YES
2024-25,0022400933,121,103,121,103,0,YES
2024-25,0022400934,97,84,97,84,0,YES
2024-25,0022400935,120,118,120,118,0,YES
2024-25,0022400936,127,140,127,140,0,YES
2024-25,0022400937,129,133,129,133,0,YES
2024-25,0022400938,130,120,130,120,0,YES
2024-25,0022400939,104,133,104,133,0,YES
2024-25,0022400940,109,104,109,104,0,YES
2024-25,0022400941,123,103,123,103,0,YES
2024-25,0022400942,115,114,115,114,0,YES
2024-25,0022400943,127,120,127,120,0,YES
2024-25,0022400944,123,125,123,125,0,YES
2024-25,0022400945,123,110,123,110,0,YES
2024-25,0022400946,112,118,112,118,0,YES
2024-25,0022400947,118,105,118,105,0,YES
2024-25,0022400948,104,119,104,119,0,YES
2024-25,0022400949,111,104,111,104,0,YES
2024-25,0022400950,122,115,122,115,0,YES
2024-25,0022400951,126,116,126,116,0,YES
2024-25,0022400952,95,115,95,115,0,YES
2024-25,0022400953,113,114,113,114,0,YES
2024-25,0022400954,125,129,125,129,0,YES
2024-25,0022400955,126,106,126,106,0,YES
2024-25,0022400956,116,110,116,110,0,YES
2024-25,0022400957,130,104,130,104,0,YES
2024-25,0022400958,91,103,91,103,0,YES
2024-25,0022400959,100,112,100,112,0,YES
2024-25,0022400960,98,121,98,121,0,YES
2024-25,0022400961,133,96,133,96,0,YES
2024-25,0022400962,124,133,124,133,0,YES
2024-25,0022400963,118,111,118,111,0,YES
2024-25,0022400964,134,145,134,145,0,YES
2024-25,0022400965,131,126,131,126,0,YES
2024-25,0022400966,118,126,118,126,0,YES
2024-25,0022400967,122,106,122,106,0,YES
2024-25,0022400968,113,115,113,115,0,YES
2024-25,0022400969,107,113,107,113,0,YES
2024-25,0022400970,117,114,117,114,0,YES
2024-25,0022400971,125,91,125,91,0,YES
2024-25,0022400972,126,119,126,119,0,YES
2024-25,0022400973,119,115,119,115,0,YES
2024-25,0022400974,97,94,97,94,0,YES
2024-25,0022400975,123,126,123,126,0,YES
2024-25,0022400976,125,130,125,130,0,YES
2024-25,0022400977,107,96,107,96,0,YES
2024-25,0022400978,122,114,122,114,0,YES
2024-25,0022400979,103,108,103,108,0,YES
2024-25,0022400980,105,102,105,102,0,YES
2024-25,0022400981,128,102,128,102,0,YES
2024-25,0022400982,105,121,105,121,0,YES
2024-25,0022400983,110,93,110,93,0,YES
2024-25,0022400984,116,95,116,95,0,YES
2024-25,0022400985,144,137,144,137,0,YES
2024-25,0022400986,130,132,130,132,0,YES
2024-25,0022400987,81,127,81,127,0,YES
2024-25,0022400988,105,116,105,116,0,YES
2024-25,0022400989,97,111,97,111,0,YES
2024-25,0022400990,105,114,105,114,0,YES
2024-25,0022400991,129,89,129,89,0,YES
2024-25,0022400992,132,122,132,122,0,YES
2024-25,0022400993,102,134,102,134,0,YES
2024-25,0022400994,104,96,104,96,0,YES
2024-25,0022400995,112,97,112,97,0,YES
2024-25,0022400996,89,118,89,118,0,YES
2024-25,0022400997,132,119,132,119,0,YES
2024-25,0022400998,135,131,135,131,0,YES
2024-25,0022400999,108,116,108,116,0,YES
2024-25,0022401000,113,116,113,116,0,YES
2024-25,0022401001,115,119,115,119,0,YES
2024-25,0022401002,133,100,133,100,0,YES
2024-25,0022401003,120,105,120,105,0,YES
2024-25,0022401004,116,120,116,120,0,YES
2024-25,0022401005,117,114,117,114,0,YES
2024-25,0022401006,120,108,120,108,0,YES
2024-25,0022401007,127,121,127,121,0,YES
2024-25,0022401008,115,99,115,99,0,YES
2024-25,0022401009,123,119,123,119,0,YES
2024-25,0022401010,115,98,115,98,0,YES
2024-25,0022401011,105,99,105,99,0,YES
2024-25,0022401012,104,93,104,93,0,YES
2024-25,0022401013,116,128,116,128,0,YES
2024-25,0022401014,105,120,105,120,0,YES
2024-25,0022401015,98,102,98,102,0,YES
2024-25,0022401016,134,93,134,93,0,YES
2024-25,0022401017,141,106,141,106,0,YES
2024-25,0022401018,128,120,128,120,0,YES
2024-25,0022401019,123,117,123,117,0,YES
2024-25,0022401020,99,121,99,121,0,YES
2024-25,0022401021,123,112,123,112,0,YES
2024-25,0022401022,128,109,128,109,0,YES
2024-25,0022401023,128,108,128,108,0,YES
2024-25,0022401024,108,103,108,103,0,YES
2024-25,0022401025,124,115,124,115,0,YES
2024-25,0022401026,122,103,122,103,0,YES
2024-25,0022401027,108,114,108,114,0,YES
2024-25,0022401028,115,146,115,146,0,YES
2024-25,0022401029,136,130,136,130,0,YES
2024-25,0022401030,91,120,91,120,0,YES
2024-25,0022401031,132,119,132,119,0,YES
2024-25,0022401032,122,105,122,105,0,YES
2024-25,0022401033,89,123,89,123,0,YES
2024-25,0022401034,116,129,116,129,0,YES
2024-25,0022401035,111,116,111,116,0,YES
2024-25,0022401036,101,103,101,103,0,YES
2024-25,0022401037,119,103,119,103,0,YES
2024-25,0022401038,118,106,118,106,0,YES
2024-25,0022401039,104,112,104,112,0,YES
2024-25,0022401040,101,120,101,120,0,YES
2024-25,0022401041,112,99,112,99,0,YES
2024-25,0022401042,119,129,119,129,0,YES
2024-25,0022401043,108,106,108,106,0,YES
2024-25,0022401044,95,113,95,113,0,YES
2024-25,0022401045,104,111,104,111,0,YES
2024-25,0022401046,122,96,122,96,0,YES
2024-25,0022401047,112,86,112,86,0,YES
2024-25,0022401048,128,113,128,113,0,YES
2024-25,0022401049,121,114,121,114,0,YES
2024-25,0022401050,103,140,103,140,0,YES
2024-25,0022401051,111,122,111,122,0,YES
2024-25,0022401052,105,121,105,121,0,YES
2024-25,0022401053,114,119,114,119,0,YES
2024-25,0022401054,86,116,86,116,0,YES
2024-25,0022401055,119,120,119,120,0,YES
2024-25,0022401056,113,126,113,126,0,YES
2024-25,0022401057,127,117,127,117,0,YES
2024-25,0022401058,102,132,102,132,0,YES
2024-25,0022401059,124,116,124,116,0,YES
2024-25,0022401060,92,101,92,101,0,YES
2024-25,0022401061,109,162,109,162,0,YES
2024-25,0022401062,122,112,122,112,0,YES
2024-25,0022401063,119,117,119,117,0,YES
2024-25,0022401064,125,104,125,104,0,YES
2024-25,0022401065,110,121,110,121,0,YES
2024-25,0022401066,128,107,128,107,0,YES
2024-25,0022401067,133,122,133,122,0,YES
2024-25,0022401068,100,132,100,132,0,YES
2024-25,0022401069,108,97,108,97,0,YES
2024-25,0022401070,107,116,107,116,0,YES
2024-25,0022401071,124,109,124,109,0,YES
2024-25,0022401072,95,111,95,111,0,YES
2024-25,0022401073,129,93,129,93,0,YES
2024-25,0022401074,121,91,121,91,0,YES
2024-25,0022401075,112,115,112,115,0,YES
2024-25,0022401076,95,118,95,118,0,YES
2024-25,0022401077,119,120,119,120,0,YES
2024-25,0022401078,127,134,127,134,0,YES
2024-25,0022401079,132,111,132,111,0,YES
2024-25,0022401080,111,121,111,121,0,YES
2024-25,0022401081,127,122,127,122,0,YES
2024-25,0022401082,110,93,110,93,0,YES
2024-25,0022401083,124,145,124,145,0,YES
2024-25,0022401084,123,104,123,104,0,YES
2024-25,0022401085,98,94,98,94,0,YES
2024-25,0022401086,106,148,106,148,0,YES
2024-25,0022401087,109,127,109,127,0,YES
2024-25,0022401088,109,148,109,148,0,YES
2024-25,0022401089,110,106,110,106,0,YES
2024-25,0022401090,111,109,111,109,0,YES
2024-25,0022401091,87,96,87,96,0,YES
2024-25,0022401092,94,120,94,120,0,YES
2024-25,0022401093,103,117,103,117,0,YES
2024-25,0022401094,145,117,145,117,0,YES
2024-25,0022401095,109,113,109,113,0,YES
2024-25,0022401096,104,98,104,98,0,YES
2024-25,0022401097,113,127,113,127,0,YES
2024-25,0022401098,105,91,105,91,0,YES
2024-25,0022401099,137,118,137,118,0,YES
2024-25,0022401100,125,134,125,134,0,YES
2024-25,0022401101,133,123,133,123,0,YES
2024-25,0022401102,139,140,139,140,0,YES
2024-25,0022401103,124,105,124,105,0,YES
2024-25,0022401104,119,105,119,105,0,YES
2024-25,0022401105,116,111,116,111,0,YES
2024-25,0022401106,103,124,103,124,0,YES
2024-25,0022401107,143,105,143,105,0,YES
2024-25,0022401108,119,103,119,103,0,YES
2024-25,0022401109,120,118,120,118,0,YES
2024-25,0022401110,106,113,106,113,0,YES
2024-25,0022401111,114,98,114,98,0,YES
2024-25,0022401112,97,109,97,109,0,YES
2024-25,0022401113,90,105,90,105,0,YES
2024-25,0022401114,108,110,108,110,0,YES
2024-25,0022401115,113,126,113,126,0,YES
2024-25,0022401116,103,112,103,112,0,YES
2024-25,0022401117,116,123,116,123,0,YES
2024-25,0022401118,102,125,102,125,0,YES
2024-25,0022401119,140,112,140,112,0,YES
2024-25,0022401120,123,103,123,103,0,YES
2024-25,0022401121,105,117,105,117,0,YES
2024-25,0022401122,118,113,118,113,0,YES
2024-25,0022401123,125,111,125,111,0,YES
2024-25,0022401124,113,114,113,114,0,YES
2024-25,0022401125,118,104,118,104,0,YES
2024-25,0022401126,124,108,124,108,0,YES
2024-25,0022401127,114,91,114,91,0,YES
2024-25,0022401128,105,121,105,121,0,YES
2024-25,0022401129,103,109,103,109,0,YES
2024-25,0022401130,109,114,109,114,0,YES
2024-25,0022401131,115,121,115,121,0,YES
2024-25,0022401132,135,104,135,104,0,YES
2024-25,0022401133,117,131,117,131,0,YES
2024-25,0022401134,109,120,109,120,0,YES
2024-25,0022401135,99,126,99,126,0,YES
2024-25,0022401136,147,134,147,134,0,YES
2024-25,0022401137,124,90,124,90,0,YES
2024-25,0022401138,113,120,113,120,0,YES
2024-25,0022401139,120,109,120,109,0,YES
2024-25,0022401140,112,98,112,98,0,YES
2024-25,0022401141,93,113,93,113,0,YES
2024-25,0022401142,120,125,120,125,0,YES
2024-25,0022401143,96,106,96,106,0,YES
2024-25,0022401144,117,127,117,127,0,YES
2024-25,0022401145,117,105,117,105,0,YES
2024-25,0022401146,100,124,100,124,0,YES
2024-25,0022401147,135,113,135,113,0,YES
2024-25,0022401148,104,98,104,98,0,YES
2024-25,0022401149,119,112,119,112,0,YES
2024-25,0022401150,119,114,119,114,0,YES
2024-25,0022401151,117,119,117,119,0,YES
2024-25,0022401152,110,103,110,103,0,YES
2024-25,0022401153,136,120,136,120,0,YES
2024-25,0022401154,95,133,95,133,0,YES
2024-25,0022401155,122,117,122,117,0,YES
2024-25,0022401156,96,76,96,76,0,YES
2024-25,0022401157,103,122,103,122,0,YES
2024-25,0022401158,126,96,126,96,0,YES
2024-25,0022401159,97,112,97,112,0,YES
2024-25,0022401160,119,111,119,111,0,YES
2024-25,0022401161,136,111,136,111,0,YES
2024-25,0022401162,133,126,133,126,0,YES
2024-25,0022401163,111,114,111,114,0,YES
2024-25,0022401164,112,125,112,125,0,YES
2024-25,0022401165,116,124,116,124,0,YES
2024-25,0022401166,134,117,134,117,0,YES
2024-25,0022401167,115,106,115,106,0,YES
2024-25,0022401168,114,112,114,112,0,YES
2024-25,0022401169,109,133,109,133,0,YES
2024-25,0022401170,125,141,125,141,0,YES
2024-25,0022401171,119,125,119,125,0,YES
2024-25,0022401172,115,129,115,129,0,YES
2024-25,0022401173,110,124,110,124,0,YES
2024-25,0022401174,130,94,130,94,0,YES
2024-25,0022401175,102,108,102,108,0,YES
2024-25,0022401176,119,89,119,89,0,YES
2024-25,0022401177,104,153,104,153,0,YES
2024-25,0022401178,124,102,124,102,0,YES
2024-25,0022401179,117,91,117,91,0,YES
2024-25,0022401180,117,109,117,109,0,YES
2024-25,0022401181,111,145,111,145,0,YES
2024-25,0022401182,117,98,117,98,0,YES
2024-25,0022401183,86,103,86,103,0,YES
2024-25,0022401184,100,101,100,101,0,YES
2024-25,0022401185,140,109,140,109,0,YES
2024-25,0022401186,117,105,117,105,0,YES
2024-25,0022401187,93,86,93,86,0,YES
2024-25,0022401188,105,113,105,113,0,YES
2024-25,0022401189,118,126,118,126,0,YES
2024-25,0022401190,118,119,118,119,0,YES
2024-25,0022401191,102,122,102,122,0,YES
2024-25,0022401192,140,133,140,133,0,YES
2024-25,0022401193,111,126,111,126,0,YES
2024-25,0022401194,132,97,132,97,0,YES
2024-25,0022401195,116,105,116,105,0,YES
2024-25,0022401196,100,115,100,115,0,YES
2024-25,0022401197,125,118,125,118,0,YES
2024-25,0022401198,119,124,119,124,0,YES
2024-25,0022401199,109,81,109,81,0,YES
2024-25,0022401200,109,98,109,98,0,YES
2024-25,0022401201,114,109,114,109,0,YES
2024-25,0022401202,100,108,100,108,0,YES
2024-25,0022401203,118,104,118,104,0,YES
2024-25,0022401204,91,90,91,90,0,YES
2024-25,0022401205,123,99,123,99,0,YES
2024-25,0022401206,114,104,114,104,0,YES
2024-25,0022401207,109,111,109,111,0,YES
2024-25,0022401208,115,105,115,105,0,YES
2024-25,0022401209,107,121,107,121,0,YES
2024-25,0022401210,97,87,97,87,0,YES
2024-25,0022401211,135,119,135,119,0,YES
2024-25,0022401212,109,95,109,95,0,YES
2024-25,0022401213,120,98,120,98,0,YES
