rowId,foldId,maxFeatureDate,asOfDate,futureDateMin,leakageOk
F2_1629057,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1630171,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630322,1,2024-11-23,2024-11-24,2024-11-25,true
F2_202692,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1631095,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641705,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1627780,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1631165,1,2024-11-24,2024-11-24,2024-11-25,true
F2_201572,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1642349,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1630215,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1631222,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1628404,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630572,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1629656,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629638,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629312,1,2024-11-24,2024-11-24,2024-11-25,true
F2_203944,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1626172,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1627759,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630577,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630540,1,2024-11-13,2024-11-24,2024-11-25,true
F2_1630583,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1631097,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630241,1,2024-11-24,2024-11-24,2024-11-25,true
F2_203081,1,2024-11-23,2024-11-24,2024-11-25,true
F2_203991,1,2024-11-22,2024-11-24,2024-11-25,true
F2_201567,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1627936,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1630191,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630228,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1629130,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1631111,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1627777,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630230,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629006,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1628370,1,2024-11-10,2024-11-24,2024-11-25,true
F2_1628436,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1628988,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1629048,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1629060,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630178,1,2024-11-24,2024-11-24,2024-11-25,true
F2_101108,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1626166,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1627826,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629650,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630537,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1628420,1,2024-11-20,2024-11-24,2024-11-25,true
F2_203471,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1629731,1,2024-11-17,2024-11-24,2024-11-25,true
F2_1629637,1,2024-11-10,2024-11-24,2024-11-25,true
F2_1630560,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629651,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630264,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630541,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641890,1,2024-11-22,2024-11-24,2024-11-25,true
F2_204456,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1631204,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630548,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1629646,1,2024-11-21,2024-11-24,2024-11-25,true
F2_1629726,1,2024-11-22,2024-11-24,2024-11-25,true
F2_203468,1,2024-10-29,2024-11-24,2024-11-25,true
F2_1641745,1,2024-11-20,2024-11-24,2024-11-25,true
F2_203914,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630625,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1642419,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629659,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1628964,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630696,1,2024-11-18,2024-11-24,2024-11-25,true
F2_203497,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630188,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1628976,1,2024-11-03,2024-11-24,2024-11-25,true
F2_1641724,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630598,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1627751,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1641706,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1642278,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630231,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629026,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1630573,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1627827,1,2024-11-22,2024-11-24,2024-11-25,true
F2_203937,1,2024-11-23,2024-11-24,2024-11-25,true
F2_203924,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630183,1,2024-11-24,2024-11-24,2024-11-25,true
F2_203939,1,2024-11-19,2024-11-24,2024-11-25,true
F2_1630224,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641796,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1631101,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1631107,1,2024-11-24,2024-11-24,2024-11-25,true
F2_202066,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1628418,1,2024-11-08,2024-11-24,2024-11-25,true
F2_1629012,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1629111,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630538,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1642367,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1631212,1,2024-11-23,2024-11-24,2024-11-25,true
F2_202709,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641810,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1629629,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1628380,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1628470,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1626220,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1631321,1,2024-11-16,2024-11-24,2024-11-25,true
F2_1631117,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1629626,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1629162,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1630194,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630256,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1631103,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630530,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1628408,1,2024-11-08,2024-11-24,2024-11-25,true
F2_1631323,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1631124,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641711,1,2024-11-24,2024-11-24,2024-11-25,true
F2_203926,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629674,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1630167,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629723,1,2024-11-19,2024-11-24,2024-11-25,true
F2_1641737,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1631115,1,2024-11-18,2024-11-24,2024-11-25,true
F2_201599,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1642345,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1631248,1,2024-11-04,2024-11-24,2024-11-25,true
F2_1627763,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629004,1,2024-11-16,2024-11-24,2024-11-25,true
F2_1631110,1,2024-11-04,2024-11-24,2024-11-25,true
F2_1631386,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1641757,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1631116,1,2024-11-18,2024-11-24,2024-11-25,true
F2_1631098,1,2024-11-18,2024-11-24,2024-11-25,true
F2_1630545,1,2024-11-08,2024-11-24,2024-11-25,true
F2_1642285,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641733,1,2024-11-17,2024-11-24,2024-11-25,true
F2_1629640,1,2024-11-21,2024-11-24,2024-11-25,true
F2_1631213,1,2024-11-17,2024-11-24,2024-11-25,true
F2_1631207,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641854,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1628975,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641725,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630170,1,2024-11-15,2024-11-24,2024-11-25,true
F2_1642403,1,2024-11-18,2024-11-24,2024-11-25,true
F2_1630531,1,2024-11-04,2024-11-24,2024-11-25,true
F2_1631245,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1628392,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1628379,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1642271,1,2024-11-21,2024-11-24,2024-11-25,true
F2_1631105,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1631217,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1629018,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1629632,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630579,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1642359,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1631132,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1642265,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1631216,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641816,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641729,1,2024-11-21,2024-11-24,2024-11-25,true
F2_1630539,1,2024-11-20,2024-11-24,2024-11-25,true
F2_203501,1,2024-11-23,2024-11-24,2024-11-25,true
F2_201587,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630249,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1630568,1,2024-11-08,2024-11-24,2024-11-25,true
F2_201959,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1631133,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1642277,1,2024-11-24,2024-11-24,2024-11-25,true
F2_202704,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1627749,1,2024-10-23,2024-11-24,2024-11-25,true
F2_1628963,1,2024-11-18,2024-11-24,2024-11-25,true
F2_1641712,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630559,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641998,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1630168,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1641765,1,2024-11-19,2024-11-24,2024-11-25,true
F2_1630699,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1631120,1,2024-11-04,2024-11-24,2024-11-25,true
F2_203552,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630192,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630346,1,2024-11-18,2024-11-24,2024-11-25,true
F2_1631255,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1641871,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1642281,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630590,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1642263,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1629750,1,2024-11-22,2024-11-24,2024-11-25,true
F2_202691,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1642402,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1641732,1,2024-11-24,2024-11-24,2024-11-25,true
F2_203901,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1630208,1,2024-11-01,2024-11-24,2024-11-25,true
F2_1627752,1,2024-11-23,2024-11-24,2024-11-25,true
F2_201144,1,2024-11-17,2024-11-24,2024-11-25,true
F2_1628366,1,2024-10-28,2024-11-24,2024-11-25,true
F2_1629028,1,2024-11-10,2024-11-24,2024-11-25,true
F2_1641775,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1630529,1,2024-10-29,2024-11-24,2024-11-25,true
F2_203083,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630200,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1642276,1,2024-11-18,2024-11-24,2024-11-25,true
F2_1630217,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630570,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629630,1,2024-11-06,2024-11-24,2024-11-25,true
F2_1628969,1,2024-11-23,2024-11-24,2024-11-25,true
F2_202684,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1642530,1,2024-11-17,2024-11-24,2024-11-25,true
F2_203110,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1631288,1,2024-11-20,2024-11-24,2024-11-25,true
F2_202685,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629003,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1641783,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1626145,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1628981,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1642266,1,2024-11-06,2024-11-24,2024-11-25,true
F2_1631170,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630533,1,2024-11-24,2024-11-24,2024-11-25,true
F2_203995,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630592,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1631169,1,2024-11-24,2024-11-24,2024-11-25,true
F2_203458,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1628989,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630552,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1627750,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630591,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1631200,1,2024-11-23,2024-11-24,2024-11-25,true
F2_202699,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641716,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1628978,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629611,1,2024-11-24,2024-11-24,2024-11-25,true
F2_203954,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1628467,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1631093,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1626153,1,2024-11-23,2024-11-24,2024-11-25,true
F2_200768,1,2024-11-18,2024-11-24,2024-11-25,true
F2_1641723,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1629234,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641710,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630567,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1627824,1,2024-11-24,2024-11-24,2024-11-25,true
F2_203486,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1641741,1,2024-11-24,2024-11-24,2024-11-25,true
F2_203935,1,2024-11-15,2024-11-24,2024-11-25,true
F2_2544,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1631223,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1641842,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630574,1,2024-11-18,2024-11-24,2024-11-25,true
F2_1628960,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1630214,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629628,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1626192,1,2024-11-16,2024-11-24,2024-11-25,true
F2_1631108,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630526,1,2024-11-22,2024-11-24,2024-11-25,true
F2_201569,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1641763,1,2024-11-22,2024-11-24,2024-11-25,true
F2_203915,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630702,1,2024-11-24,2024-11-24,2024-11-25,true
F2_202331,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1642346,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1630553,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1631104,1,2024-11-23,2024-11-24,2024-11-25,true
F2_203500,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1641794,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1641722,1,2024-11-22,2024-11-24,2024-11-25,true
F2_203484,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641748,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630182,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1629014,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630166,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1626156,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1629614,1,2024-11-06,2024-11-24,2024-11-25,true
F2_1641824,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1631099,1,2024-11-24,2024-11-24,2024-11-25,true
F2_203992,1,2024-11-22,2024-11-24,2024-11-25,true
F2_201935,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1641731,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1642275,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1627742,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1630175,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1628464,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1642274,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1641739,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630527,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1626168,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1626167,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1642268,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1626162,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1626171,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641764,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1642264,1,2024-11-23,2024-11-24,2024-11-25,true
F2_201566,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630595,1,2024-11-21,2024-11-24,2024-11-25,true
F2_1630245,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1630557,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1642258,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1629645,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1642273,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1642267,1,2024-11-24,2024-11-24,2024-11-25,true
F2_203994,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1629216,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1628389,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1626179,1,2024-11-17,2024-11-24,2024-11-25,true
F2_1627732,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630169,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1629027,1,2024-11-22,2024-11-24,2024-11-25,true
F2_1628398,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1642347,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1628997,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630558,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630703,1,2024-11-20,2024-11-24,2024-11-25,true
F2_1642259,1,2024-11-24,2024-11-24,2024-11-25,true
F2_1630581,1,2024-11-23,2024-11-24,2024-11-25,true
F2_1641718,1,2024-11-23,2024-11-24,2024-11-25,true
F3_1628983,2,2024-12-10,2024-12-12,2024-12-13,true
F3_203999,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628991,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630202,2,2024-12-12,2024-12-12,2024-12-13,true
F3_202681,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1628369,2,2024-12-07,2024-12-12,2024-12-13,true
F3_1627741,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1629639,2,2024-12-12,2024-12-12,2024-12-13,true
F3_202696,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630596,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629660,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628401,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1626181,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1626157,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1631114,2,2024-12-10,2024-12-12,2024-12-13,true
F3_201939,2,2024-12-11,2024-12-12,2024-12-13,true
F3_201942,2,2024-12-12,2024-12-12,2024-12-13,true
F3_202710,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1629655,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1628378,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630162,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1627734,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1629631,2,2024-12-11,2024-12-12,2024-12-13,true
F3_203076,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631128,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628415,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1630583,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628973,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1628384,2,2024-12-11,2024-12-12,2024-12-13,true
F3_203507,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1627736,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1629029,2,2024-12-10,2024-12-12,2024-12-13,true
F3_203952,2,2024-12-06,2024-12-12,2024-12-13,true
F3_1629661,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628404,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1629636,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628386,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629675,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1627783,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628368,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1630534,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1629021,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1630643,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1627747,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629634,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641708,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1629599,2,2024-12-04,2024-12-12,2024-12-13,true
F3_1627884,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629638,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630700,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1629060,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1627832,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1630198,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1629659,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641726,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1626220,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631222,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629048,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1628381,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629026,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1629652,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1641717,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1642272,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630578,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1629023,2,2024-12-07,2024-12-12,2024-12-13,true
F3_1631260,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1630231,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1641705,2,2024-12-08,2024-12-12,2024-12-13,true
F3_201142,2,2024-12-03,2024-12-12,2024-12-13,true
F3_203081,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1630540,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1631204,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1628370,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1641744,2,2024-11-17,2024-12-12,2024-12-13,true
F3_1642419,2,2024-12-12,2024-12-12,2024-12-13,true
F3_203497,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631095,2,2024-12-11,2024-12-12,2024-12-13,true
F3_203991,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1630598,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1630224,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1627759,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1628988,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1628371,2,2024-12-04,2024-12-12,2024-12-13,true
F3_1630573,2,2024-12-07,2024-12-12,2024-12-13,true
F3_1630163,2,2024-11-27,2024-12-12,2024-12-13,true
F3_1629008,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1627936,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1631165,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1628436,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1629656,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1630577,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1626166,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1628374,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203944,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1626204,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630178,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1642377,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1626172,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1630230,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1629057,2,2024-11-25,2024-12-12,2024-12-13,true
F3_203932,2,2024-12-08,2024-12-12,2024-12-13,true
F3_201143,2,2024-12-12,2024-12-12,2024-12-13,true
F3_204001,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1629130,2,2024-12-12,2024-12-12,2024-12-13,true
F3_201950,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1628420,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1627739,2,2024-12-08,2024-12-12,2024-12-13,true
F3_202692,2,2024-12-02,2024-12-12,2024-12-13,true
F3_204456,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630228,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1628449,2,2024-12-05,2024-12-12,2024-12-13,true
F3_1630170,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1626145,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631107,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1630171,2,2024-12-05,2024-12-12,2024-12-13,true
F3_1627751,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1642349,2,2024-12-10,2024-12-12,2024-12-13,true
F3_1631218,2,2024-12-11,2024-12-12,2024-12-13,true
F3_1631117,2,2024-12-08,2024-12-12,2024-12-13,true
F3_203084,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1629312,2,2024-12-12,2024-12-12,2024-12-13,true
F3_1630550,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1631157,2,2024-12-04,2024-12-12,2024-12-13,true
F3_1629006,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1627826,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1628998,2,2024-12-08,2024-12-12,2024-12-13,true
F3_1630572,2,2024-12-06,2024-12-12,2024-12-13,true
F3_1630530,2,2024-12-12,2024-12-12,2024-12-13,true
