side,focalId,credit,actualV,meanRep,identityResidual,support
off,1630596,0.0017944282604722694,1.2247168969502007,1.2229224686897284,0,WEAK_SUPPORT
def,1628983,0.1404270004989825,1.2247168969502007,1.3651438974491832,0,WEAK_SUPPORT
def,1629652,-0.06672296572290448,1.2247168969502007,1.1579939312272962,0,WEAK_SUPPORT
def,1631114,-0.008485148129709907,1.2247168969502007,1.2162317488204908,0,WEAK_SUPPORT
def,1641717,-0.09518108091088551,1.2247168969502007,1.1295358160393152,0,WEAK_SUPPORT
off,1628983,0.06786628205596923,1.2468443753617309,1.1789780933057616,0,WEAK_SUPPORT
off,1629652,-0.0014421503624073573,1.2468443753617309,1.2482865257241382,0,WEAK_SUPPORT
off,1631114,-0.0818803863812303,1.2468443753617309,1.3287247617429612,0,WEAK_SUPPORT
off,1641717,0.04382883248097191,1.2468443753617309,1.203015542880759,0,WEAK_SUPPORT
def,1628386,0.03378831706615437,1.2468443753617309,1.2806326924278852,0,WEAK_SUPPORT
def,1629636,-0.09839098289352699,1.2468443753617309,1.1484533924682039,0,WEAK_SUPPORT
off,1628386,-0.052195520499264125,1.177978890037239,1.2301744105365031,0,WEAK_SUPPORT
off,1629636,0.10920841560401562,1.177978890037239,1.0687704744332234,0,WEAK_SUPPORT
def,1628983,0.12408941080998348,1.177978890037239,1.3020683008472225,0,WEAK_SUPPORT
def,1631114,-0.010208257851474611,1.177978890037239,1.1677706321857644,0,WEAK_SUPPORT
def,1641717,-0.0672239894364497,1.177978890037239,1.1107549006007893,0,WEAK_SUPPORT
off,1628983,0.05453600047193974,1.0720068656469979,1.0174708651750581,0,WEAK_SUPPORT
off,1641717,0.024440656177056264,1.0720068656469979,1.0475662094699416,0,WEAK_SUPPORT
def,1628378,0.001223158399828117,1.0720068656469979,1.073230024046826,0,WEAK_SUPPORT
def,1630596,0.1154395583540313,1.0720068656469979,1.1874464240010292,0,WEAK_SUPPORT
off,1628378,-0.08164232507676694,0.9482753600534753,1.0299176851302423,0,WEAK_SUPPORT
off,1630596,-0.007828799192915903,0.9482753600534753,0.9561041592463912,0,WEAK_SUPPORT
def,1628983,0.12646084510114675,0.9482753600534753,1.074736205154622,0,WEAK_SUPPORT
off,1628983,0.03537604679422124,1.1321246692740594,1.0967486224798382,0,WEAK_SUPPORT
def,1628378,0.014509561013792194,1.1321246692740594,1.1466342302878516,0,WEAK_SUPPORT
def,1630596,0.1474775817327172,1.1321246692740594,1.2796022510067766,0,WEAK_SUPPORT
off,1629652,-0.08821147266701734,1.057153648539847,1.1453651212068643,0,WEAK_SUPPORT
off,1631114,-0.025871263368063335,1.057153648539847,1.0830249119079103,0,WEAK_SUPPORT
def,1628378,0.03138630062250214,1.057153648539847,1.088539949162349,0,WEAK_SUPPORT
def,1630596,0.16103391330161587,1.057153648539847,1.2181875618414628,0,WEAK_SUPPORT
off,1629652,-0.07110900823929711,1.0874713957385278,1.158580403977825,0,WEAK_SUPPORT
off,1631114,-0.023673716897309793,1.0874713957385278,1.1111451126358376,0,WEAK_SUPPORT
def,1628378,0.024366591738782528,1.0874713957385278,1.1118379874773103,0,WEAK_SUPPORT
def,1630596,0.1502742892529607,1.0874713957385278,1.2377456849914885,0,WEAK_SUPPORT
off,1628386,-0.005462056279233796,1.0946430602577868,1.1001051165370206,0,WEAK_SUPPORT
off,1629636,0.08617606963993496,1.0946430602577868,1.0084669906178518,0,WEAK_SUPPORT
def,1629652,-0.12113085165402293,1.0946430602577868,0.9735122086037639,0,WEAK_SUPPORT
def,1631114,0.065195083539338,1.0946430602577868,1.1598381437971248,0,WEAK_SUPPORT
off,1629652,-0.05667056028734363,1.443429590374334,1.5001001506616776,0,WEAK_SUPPORT
off,1631114,0.006157409518046331,1.443429590374334,1.4372721808562876,0,WEAK_SUPPORT
def,1628386,-0.058889497220544706,1.443429590374334,1.3845400931537892,0,WEAK_SUPPORT
def,1629636,-0.039204762233448154,1.443429590374334,1.4042248281408858,0,WEAK_SUPPORT
off,1628983,0.025643285623972334,1.3308738890125058,1.3052306033885335,0,WEAK_SUPPORT
off,1641717,-0.01258136722838521,1.3308738890125058,1.343455256240891,0,WEAK_SUPPORT
def,1629636,-0.03972457547572694,1.3308738890125058,1.2911493135367789,0,WEAK_SUPPORT
off,1628378,-0.08336506307839331,0.8251950910811525,0.9085601541595458,0,WEAK_SUPPORT
off,1629636,0.05190703762752358,0.8251950910811525,0.7732880534536289,0,WEAK_SUPPORT
def,1628983,0.15031291480633013,0.8251950910811525,0.9755080058874827,0,WEAK_SUPPORT
def,1631114,0.07397728893998734,0.8251950910811525,0.8991723800211399,0,WEAK_SUPPORT
def,1641717,-0.0802883775602512,0.8251950910811525,0.7449067135209013,0,WEAK_SUPPORT
off,1628983,0.021945981109741775,1.4733956044835548,1.451449623373813,0,WEAK_SUPPORT
off,1631114,0.06260834043594454,1.4733956044835548,1.4107872640476102,0,WEAK_SUPPORT
off,1641717,-0.018960630040984583,1.4733956044835548,1.4923562345245394,0,WEAK_SUPPORT
def,1628378,0.022605743329992878,1.4733956044835548,1.4960013478135477,0,WEAK_SUPPORT
def,1629636,-0.029467136425772367,1.4733956044835548,1.4439284680577824,0,WEAK_SUPPORT
off,1628378,-0.09081830280725206,0.2955547403254616,0.38637304313271364,0,WEAK_SUPPORT
off,1629636,0.01273954098852903,0.2955547403254616,0.28281519933693255,0,WEAK_SUPPORT
off,1630596,0.009672175489071067,0.2955547403254616,0.2858825648363905,0,WEAK_SUPPORT
def,1628983,0.15322818736014293,0.2955547403254616,0.4487829276856045,0,WEAK_SUPPORT
def,1631114,0.1113918673491302,0.2955547403254616,0.4069466076745918,0,WEAK_SUPPORT
def,1641717,-0.07077978442541125,0.2955547403254616,0.22477495590005034,0,WEAK_SUPPORT
off,1628983,-0.007588971466174765,1.252758903143949,1.2603478746101238,0,WEAK_SUPPORT
off,1629652,-0.10093123347303368,1.252758903143949,1.3536901366169827,0,WEAK_SUPPORT
off,1631114,-0.003671344117999187,1.252758903143949,1.2564302472619482,0,WEAK_SUPPORT
off,1641717,-0.05263095824867703,1.252758903143949,1.305389861392626,0,WEAK_SUPPORT
def,1628378,0.03816768160292905,1.252758903143949,1.290926584746878,0,WEAK_SUPPORT
def,1628386,-0.07219728073137754,1.252758903143949,1.1805616224125715,0,WEAK_SUPPORT
def,1629636,-0.009017733674466788,1.252758903143949,1.2437411694694822,0,WEAK_SUPPORT
def,1630596,0.17529463657016908,1.252758903143949,1.428053539714118,0,WEAK_SUPPORT
off,1628378,-0.07658516748527044,0.8258917220309203,0.9024768895161908,0,WEAK_SUPPORT
off,1628386,0.020197244524694735,0.8258917220309203,0.8056944775062256,0,WEAK_SUPPORT
off,1629636,0.07404594934182118,0.8258917220309203,0.7518457726890991,0,WEAK_SUPPORT
off,1630596,0.033555518121659134,0.8258917220309203,0.7923362039092612,0,WEAK_SUPPORT
def,1628983,0.18866733818216397,0.8258917220309203,1.0145590602130843,0,WEAK_SUPPORT
def,1629652,-0.15406531123535017,0.8258917220309203,0.6718264107955702,0,WEAK_SUPPORT
def,1631114,0.1064763817740082,0.8258917220309203,0.9323681038049285,0,WEAK_SUPPORT
def,1641717,-0.134804405809532,0.8258917220309203,0.6910873162213883,0,WEAK_SUPPORT
off,1628983,-0.013387450181246763,1.34567574115089,1.3590631913321367,0,WEAK_SUPPORT
off,1629652,-0.1049189239564754,1.34567574115089,1.4505946651073653,0,WEAK_SUPPORT
off,1631114,0.04368792195386351,1.34567574115089,1.3019878191970264,0,WEAK_SUPPORT
off,1641717,-0.06178740081001055,1.34567574115089,1.4074631419609005,0,WEAK_SUPPORT
def,1628378,0.04293882913609903,1.34567574115089,1.388614570286989,0,WEAK_SUPPORT
def,1628386,-0.10998667489730485,1.34567574115089,1.235689066253585,0,WEAK_SUPPORT
def,1629636,0.004052456908812507,1.34567574115089,1.3497281980597025,0,WEAK_SUPPORT
def,1630596,0.19037346269899325,1.34567574115089,1.5360492038498832,0,WEAK_SUPPORT
off,1628983,-0.01578166114736801,1.3600643590100547,1.3758460201574227,0,WEAK_SUPPORT
off,1629652,-0.10665560129021845,1.3600643590100547,1.4667199603002732,0,WEAK_SUPPORT
off,1631114,0.062223638974687745,1.3600643590100547,1.297840720035367,0,WEAK_SUPPORT
off,1641717,-0.06552514799903175,1.3600643590100547,1.4255895070090865,0,WEAK_SUPPORT
def,1629636,0.009296324936826306,1.3600643590100547,1.369360683946881,0,WEAK_SUPPORT
off,1629636,0.025161051318463135,0.9742505938239471,0.9490895425054839,0,WEAK_SUPPORT
def,1628983,0.18795212287450658,0.9742505938239471,1.1622027166984537,0,WEAK_SUPPORT
def,1629652,-0.18020410116745966,0.9742505938239471,0.7940464926564874,0,WEAK_SUPPORT
def,1631114,0.14733461364498412,0.9742505938239471,1.1215852074689312,0,WEAK_SUPPORT
def,1641717,-0.1175882914047266,0.9742505938239471,0.8566623024192205,0,WEAK_SUPPORT
off,1628983,-0.015338966826658806,1.453406404927384,1.4687453717540428,0,WEAK_SUPPORT
off,1631114,0.09622895437918522,1.453406404927384,1.3571774505481988,0,WEAK_SUPPORT
off,1641717,-0.06641269311790277,1.453406404927384,1.5198190980452868,0,WEAK_SUPPORT
def,1628983,0.18253755233054425,0.7819356051305644,0.9644731574611086,0,WEAK_SUPPORT
def,1631114,0.1582105110021662,0.7819356051305644,0.9401461161327306,0,WEAK_SUPPORT
off,1628983,-0.005260171759398524,1.5383949225446527,1.5436550943040512,0,WEAK_SUPPORT
off,1631114,0.11959714946358657,1.5383949225446527,1.4187977730810661,0,WEAK_SUPPORT
def,1641717,-0.1993884490400315,1.2354302709798104,1.036041821939779,0,WEAK_SUPPORT
off,1641717,-0.04481755851133129,1.0340302861272608,1.078847844638592,0,WEAK_SUPPORT
off,1626181,0.07504297348126165,1.1114720910330225,1.0364291175517608,0,WEAK_SUPPORT
off,1627739,-0.06199473946343437,1.1114720910330225,1.1734668304964568,0,WEAK_SUPPORT
off,1627826,-0.1013982491024894,1.1114720910330225,1.2128703401355119,0,WEAK_SUPPORT
off,1627884,0.04341064259122396,1.1114720910330225,1.0680614484417985,0,WEAK_SUPPORT
off,201935,0.032505940872679995,1.1114720910330225,1.0789661501603425,0,WEAK_SUPPORT
def,1629014,0.004271864303442285,1.1114720910330225,1.1157439553364648,0,WEAK_SUPPORT
def,1629028,-0.0894852781830513,1.1114720910330225,1.0219868128499712,0,WEAK_SUPPORT
def,1631101,-0.07486704523802912,1.1114720910330225,1.0366050457949934,0,WEAK_SUPPORT
def,1641739,0.1732259416145443,1.1114720910330225,1.2846980326475668,0,WEAK_SUPPORT
off,1629014,-0.09194492002962529,0.9808007917667801,1.0727457117964054,0,WEAK_SUPPORT
off,1629028,-0.008316569474760116,0.9808007917667801,0.9891173612415403,0,WEAK_SUPPORT
off,1631101,0.08368589141428873,0.9808007917667801,0.8971149003524914,0,WEAK_SUPPORT
off,1641739,0.05125236169441061,0.9808007917667801,0.9295484300723695,0,WEAK_SUPPORT
def,1626181,0.009745168397805926,0.9808007917667801,0.9905459601645861,0,WEAK_SUPPORT
def,1627739,0.044392667936747565,0.9808007917667801,1.0251934597035277,0,WEAK_SUPPORT
def,1627826,0.06568873877441483,0.9808007917667801,1.046489530541195,0,WEAK_SUPPORT
def,1627884,-0.04661235049830503,0.9808007917667801,0.9341884412684751,0,WEAK_SUPPORT
def,201935,0.054978279020233,0.9808007917667801,1.0357790707870131,0,WEAK_SUPPORT
off,1626181,0.06728194800247378,1.213427116383082,1.1461451683806083,0,WEAK_SUPPORT
off,1627739,-0.06713528628360788,1.213427116383082,1.28056240266669,0,WEAK_SUPPORT
off,1627826,-0.09541131900276678,1.213427116383082,1.3088384353858489,0,WEAK_SUPPORT
off,1627884,0.0412831591225753,1.213427116383082,1.1721439572605068,0,WEAK_SUPPORT
off,201935,0.009092874088766578,1.213427116383082,1.2043342422943155,0,WEAK_SUPPORT
def,1629014,-0.02847899085879546,1.213427116383082,1.1849481255242866,0,WEAK_SUPPORT
def,1629028,-0.10004607660738829,1.213427116383082,1.1133810397756938,0,WEAK_SUPPORT
def,1631101,-0.07835657721117917,1.213427116383082,1.135070539171903,0,WEAK_SUPPORT
def,1641739,0.12219751223420583,1.213427116383082,1.335624628617288,0,WEAK_SUPPORT
off,1629028,0.010853429028834682,1.1404863584251157,1.129632929396281,0,WEAK_SUPPORT
off,1631101,0.04248707229447146,1.1404863584251157,1.0979992861306442,0,WEAK_SUPPORT
off,1641739,0.04387723529299259,1.1404863584251157,1.096609123132123,0,WEAK_SUPPORT
def,1626181,-0.0033196948155125305,1.1404863584251157,1.1371666636096032,0,WEAK_SUPPORT
def,1627739,0.025348238215687546,1.1404863584251157,1.1658345966408032,0,WEAK_SUPPORT
def,1627826,0.03809283537173003,1.1404863584251157,1.1785791937968457,0,WEAK_SUPPORT
def,1627884,-0.038558177006374095,1.1404863584251157,1.1019281814187416,0,WEAK_SUPPORT
def,201935,0.04899819623844848,1.1404863584251157,1.1894845546635642,0,WEAK_SUPPORT
off,1626181,0.06082793365198658,1.3459135976331142,1.2850856639811277,0,WEAK_SUPPORT
off,1627826,-0.08069637887998415,1.3459135976331142,1.4266099765130984,0,WEAK_SUPPORT
off,1627884,0.03379407801334078,1.3459135976331142,1.3121195196197735,0,WEAK_SUPPORT
off,201935,-0.011351723122323687,1.3459135976331142,1.357265320755438,0,WEAK_SUPPORT
def,1629028,-0.10897675140725083,1.3459135976331142,1.2369368462258634,0,WEAK_SUPPORT
def,1631101,-0.08261003744767126,1.3459135976331142,1.263303560185443,0,WEAK_SUPPORT
def,1641739,0.07496732624065783,1.3459135976331142,1.420880923873772,0,WEAK_SUPPORT
off,1629014,-0.06110153591881995,0.9738279039085461,1.034929439827366,0,WEAK_SUPPORT
off,1629028,0.012885543276620504,0.9738279039085461,0.9609423606319256,0,WEAK_SUPPORT
def,201935,0.06306151627049228,0.9738279039085461,1.0368894201790384,0,WEAK_SUPPORT
def,1629014,-0.09268894657091686,1.3450788045309277,1.2523898579600108,0,WEAK_SUPPORT
off,1629014,-0.082100288203524,0.8561142158510252,0.9382145040545492,0,WEAK_SUPPORT
def,1629028,-0.10421178610910387,1.371299736413651,1.2670879503045471,0,WEAK_SUPPORT
off,1629014,-0.06337510653592182,0.8839396958388976,0.9473148023748195,0,WEAK_SUPPORT
off,1629028,-0.016083788567286095,0.8839396958388976,0.9000234844061837,0,WEAK_SUPPORT
off,1631101,0.06631513077207873,0.8839396958388976,0.8176245650668189,0,WEAK_SUPPORT
off,1641739,0.06113611860519319,0.8839396958388976,0.8228035772337045,0,WEAK_SUPPORT
def,1626181,0.03814488481456857,0.8839396958388976,0.9220845806534662,0,WEAK_SUPPORT
def,1627739,-0.0008975713435369626,0.8839396958388976,0.8830421244953607,0,WEAK_SUPPORT
def,1627826,0.06398938605554993,0.8839396958388976,0.9479290818944476,0,WEAK_SUPPORT
off,1626181,0.05721339272640624,1.4932511391428058,1.4360377464163996,0,WEAK_SUPPORT
off,1627739,-0.11967778277615326,1.4932511391428058,1.612928921918959,0,WEAK_SUPPORT
off,1627826,-0.11928715400292056,1.4932511391428058,1.6125382931457264,0,WEAK_SUPPORT
off,1627884,0.05711273885299306,1.4932511391428058,1.4361384002898128,0,WEAK_SUPPORT
off,201935,-0.01811445211084517,1.4932511391428058,1.511365591253651,0,WEAK_SUPPORT
def,1629014,-0.0840071367617472,1.4932511391428058,1.4092440023810586,0,WEAK_SUPPORT
def,1629028,-0.11326457720518124,1.4932511391428058,1.3799865619376246,0,WEAK_SUPPORT
def,1631101,-0.07849095933518102,1.4932511391428058,1.4147601798076248,0,WEAK_SUPPORT
def,1641739,0.07158189919188329,1.4932511391428058,1.5648330383346891,0,WEAK_SUPPORT
off,1629014,-0.04956136341520567,0.8041875977089192,0.8537489611241249,0,WEAK_SUPPORT
off,1629028,-0.006588055605174947,0.8041875977089192,0.8107756533140942,0,WEAK_SUPPORT
off,1631101,0.033810598592560526,0.8041875977089192,0.7703769991163587,0,WEAK_SUPPORT
off,1641739,0.05993170683212945,0.8041875977089192,0.7442558908767898,0,WEAK_SUPPORT
def,1626181,0.03987896962779114,0.8041875977089192,0.8440665673367104,0,WEAK_SUPPORT
def,1627739,-0.029155313198250488,0.8041875977089192,0.7750322845106687,0,WEAK_SUPPORT
def,1627826,0.04574567316291778,0.8041875977089192,0.849933270871837,0,WEAK_SUPPORT
def,1627884,-0.026288170407441136,0.8041875977089192,0.7778994273014781,0,WEAK_SUPPORT
def,201935,0.07955671879731985,0.8041875977089192,0.8837443165062391,0,WEAK_SUPPORT
off,1626181,0.05116460528810207,1.5611870236641812,1.510022418376079,0,WEAK_SUPPORT
off,1627826,-0.10159346711086625,1.5611870236641812,1.6627804907750474,0,WEAK_SUPPORT
off,1627884,0.04780113267594133,1.5611870236641812,1.5133858909882398,0,WEAK_SUPPORT
off,201935,-0.037665996243624766,1.5611870236641812,1.598853019907806,0,WEAK_SUPPORT
def,1629014,-0.10416394353584701,1.5611870236641812,1.4570230801283341,0,WEAK_SUPPORT
def,1631101,-0.08301912581780169,1.5611870236641812,1.4781678978463795,0,WEAK_SUPPORT
def,1641739,0.025395010431069398,1.5611870236641812,1.5865820340952506,0,WEAK_SUPPORT
off,1629014,-0.03493633696835219,0.797340136412978,0.8322764733813302,0,WEAK_SUPPORT
off,1631101,-0.0006029299213101691,0.797340136412978,0.7979430663342881,0,WEAK_SUPPORT
off,1641739,0.05865655976445727,0.797340136412978,0.7386835766485207,0,WEAK_SUPPORT
def,1626181,0.04171489751734603,0.797340136412978,0.839055033930324,0,WEAK_SUPPORT
def,1627826,0.02643050411627379,0.797340136412978,0.8237706405292518,0,WEAK_SUPPORT
def,1627884,-0.016626744111676195,0.797340136412978,0.7807133923013018,0,WEAK_SUPPORT
def,201935,0.08338955238446888,0.797340136412978,0.8807296887974468,0,WEAK_SUPPORT
off,1629014,-0.07607801768264766,0.7124289773184493,0.788506995001097,0,WEAK_SUPPORT
off,1629028,-0.030906244972981334,0.7124289773184493,0.7433352222914307,0,WEAK_SUPPORT
off,1631101,0.10728484562827734,0.7124289773184493,0.605144131690172,0,WEAK_SUPPORT
off,1641739,0.0649936201524497,0.7124289773184493,0.6474353571659996,0,WEAK_SUPPORT
def,1626181,0.04206430270622985,0.7124289773184493,0.7544932800246792,0,WEAK_SUPPORT
def,1627739,0.028010689646004394,0.7124289773184493,0.7404396669644537,0,WEAK_SUPPORT
def,1627826,0.08877327501403565,0.7124289773184493,0.801202252332485,0,WEAK_SUPPORT
def,1627884,-0.04551082268485529,0.7124289773184493,0.666918154633594,0,WEAK_SUPPORT
def,201935,0.07560092057179701,0.7124289773184493,0.7880298978902464,0,WEAK_SUPPORT
off,1626181,0.0617630463716492,1.4498140892973121,1.388051042925663,0,WEAK_SUPPORT
off,1627739,-0.15490335441017278,1.4498140892973121,1.604717443707485,0,WEAK_SUPPORT
off,1627826,-0.14917346835173917,1.4498140892973121,1.5989875576490513,0,WEAK_SUPPORT
off,1627884,0.07385574871847034,1.4498140892973121,1.3759583405788418,0,WEAK_SUPPORT
off,201935,-0.0017493731741160534,1.4498140892973121,1.4515634624714282,0,WEAK_SUPPORT
def,1629014,-0.07567757587473789,1.4498140892973121,1.3741365134225743,0,WEAK_SUPPORT
def,1629028,-0.10667164269202645,1.4498140892973121,1.3431424466052857,0,WEAK_SUPPORT
def,1631101,-0.07278371390131855,1.4498140892973121,1.3770303753959936,0,WEAK_SUPPORT
def,1641739,0.1144867346065448,1.4498140892973121,1.564300823903857,0,WEAK_SUPPORT
off,1629028,-0.03927744201470795,0.6434057857697488,0.6826832277844568,0,WEAK_SUPPORT
off,1641739,0.07693144722542544,0.6434057857697488,0.5664743385443234,0,WEAK_SUPPORT
def,1626181,0.07697997670852674,0.6434057857697488,0.7203857624782756,0,WEAK_SUPPORT
def,1627739,-0.030683145495976505,0.6434057857697488,0.6127226402737723,0,WEAK_SUPPORT
def,1627826,0.08454050570542904,0.6434057857697488,0.7279462914751779,0,WEAK_SUPPORT
def,1627884,-0.030745208705981186,0.6434057857697488,0.6126605770637676,0,WEAK_SUPPORT
def,201935,0.10164431127460072,0.6434057857697488,0.7450500970443495,0,WEAK_SUPPORT
off,1626181,0.05065735550224293,1.2692481946002234,1.2185908390979805,0,WEAK_SUPPORT
off,1627739,-0.18889121211995352,1.2692481946002234,1.458139406720177,0,WEAK_SUPPORT
off,1627826,-0.15897671602008612,1.2692481946002234,1.4282249106203095,0,WEAK_SUPPORT
off,1627884,0.08160364002806153,1.2692481946002234,1.187644554572162,0,WEAK_SUPPORT
off,201935,-0.03341386180681871,1.2692481946002234,1.3026620564070421,0,WEAK_SUPPORT
def,1641739,0.050515004943922026,1.2692481946002234,1.3197631995441454,0,WEAK_SUPPORT
def,1627826,0.06110800288713836,0.772507381276159,0.8336153841632974,0,WEAK_SUPPORT
def,1627884,-0.02132400339528484,0.772507381276159,0.7511833778808742,0,WEAK_SUPPORT
def,201935,0.1017117276001176,0.772507381276159,0.8742191088762766,0,WEAK_SUPPORT
off,201935,-0.051254665976874,1.2792607791365458,1.3305154451134198,0,WEAK_SUPPORT
off,1629014,-0.01898886533058708,0.908806831163156,0.927795696493743,0,WEAK_SUPPORT
def,201935,0.09954303309750234,0.908806831163156,1.0083498642606583,0,WEAK_SUPPORT
off,1629014,-0.10599312589905918,0.7617300951411857,0.8677232210402449,0,WEAK_SUPPORT
def,1626181,-0.021304947523578144,0.7617300951411857,0.7404251476176076,0,WEAK_SUPPORT
def,1627826,0.1253597483901564,0.7617300951411857,0.8870898435313421,0,WEAK_SUPPORT
off,1626181,0.04543035199438439,1.429730423704999,1.3843000717106146,0,WEAK_SUPPORT
off,1627826,-0.1542833210493857,1.429730423704999,1.5840137447543847,0,WEAK_SUPPORT
def,1629014,-0.03878645847948747,1.429730423704999,1.3909439652255116,0,WEAK_SUPPORT
off,1629014,-0.073849223173724,0.7105223521611637,0.7843715753348877,0,WEAK_SUPPORT
off,1629028,-0.013736211663338382,0.7105223521611637,0.724258563824502,0,WEAK_SUPPORT
off,1631101,-0.004071344812091482,0.7105223521611637,0.7145936969732551,0,WEAK_SUPPORT
def,1626181,0.0047864079743245025,0.7105223521611637,0.7153087601354882,0,WEAK_SUPPORT
def,1627826,0.114936499286863,0.7105223521611637,0.8254588514480267,0,WEAK_SUPPORT
def,1629014,-0.06715644038229218,1.5220637529442826,1.4549073125619905,0,WEAK_SUPPORT
def,1629028,-0.02462929807149461,1.5220637529442826,1.497434454872788,0,WEAK_SUPPORT
def,1631101,-0.22992340394463584,1.5220637529442826,1.2921403489996468,0,WEAK_SUPPORT
off,1627734,0.061526073269782655,0.9944701450658918,0.9329440717961092,0,WEAK_SUPPORT
off,1628368,0.06731553667456858,0.9944701450658918,0.9271546083913232,0,WEAK_SUPPORT
off,1628370,-0.10666316409778387,0.9944701450658918,1.1011333091636757,0,WEAK_SUPPORT
off,1631099,0.011154027712794168,0.9944701450658918,0.9833161173530977,0,WEAK_SUPPORT
off,201942,-0.04115255559492892,0.9944701450658918,1.0356227006608207,0,WEAK_SUPPORT
def,1628415,0.07487048706996668,0.9944701450658918,1.0693406321358585,0,WEAK_SUPPORT
def,1630224,-0.034994129747764724,0.9944701450658918,0.9594760153181271,0,WEAK_SUPPORT
def,1630578,0.06988479045623464,0.9944701450658918,1.0643549355221265,0,WEAK_SUPPORT
off,1628415,-0.08560099402123433,1.111603675457092,1.1972046694783263,0,WEAK_SUPPORT
off,1630224,0.00977818874584635,1.111603675457092,1.1018254867112456,0,WEAK_SUPPORT
off,1630578,0.05591985412822309,1.111603675457092,1.0556838213288688,0,WEAK_SUPPORT
def,1627734,0.1354788674152121,1.111603675457092,1.247082542872304,0,WEAK_SUPPORT
def,1628368,-0.06354072040107206,1.111603675457092,1.0480629550560199,0,WEAK_SUPPORT
def,1628370,-0.0189050322448856,1.111603675457092,1.0926986432122063,0,WEAK_SUPPORT
def,1631099,0.0393684230512612,1.111603675457092,1.1509720985083531,0,WEAK_SUPPORT
def,201942,0.023287857882019924,1.111603675457092,1.1348915333391119,0,WEAK_SUPPORT
off,1627734,0.05482643306364077,1.0098772855717153,0.9550508525080745,0,WEAK_SUPPORT
off,1628368,0.05048793377451177,1.0098772855717153,0.9593893517972035,0,WEAK_SUPPORT
off,1628370,-0.10910871792004562,1.0098772855717153,1.118986003491761,0,WEAK_SUPPORT
off,1631099,0.018337208673075756,1.0098772855717153,0.9915400768986395,0,WEAK_SUPPORT
off,201942,-0.030343851392388377,1.0098772855717153,1.0402211369641037,0,WEAK_SUPPORT
def,1628415,0.06702407502369367,1.0098772855717153,1.076901360595409,0,WEAK_SUPPORT
def,1630224,-0.03221205795949589,1.0098772855717153,0.9776652276122194,0,WEAK_SUPPORT
def,1630578,0.05781509724025291,1.0098772855717153,1.0676923828119682,0,WEAK_SUPPORT
off,1628415,-0.07675674674394006,1.1169412309544435,1.1936979776983836,0,WEAK_SUPPORT
off,1630224,0.0010417791078312089,1.1169412309544435,1.1158994518466123,0,WEAK_SUPPORT
off,1630578,0.052702263717658404,1.1169412309544435,1.0642389672367851,0,WEAK_SUPPORT
def,1627734,0.11833873877880174,1.1169412309544435,1.2352799697332453,0,WEAK_SUPPORT
def,1628368,-0.0636622210628115,1.1169412309544435,1.053279009891632,0,WEAK_SUPPORT
def,1628370,-0.017400715219505702,1.1169412309544435,1.0995405157349378,0,WEAK_SUPPORT
def,1631099,0.04581290516430436,1.1169412309544435,1.162754136118748,0,WEAK_SUPPORT
def,201942,0.007803843184119641,1.1169412309544435,1.1247450741385632,0,WEAK_SUPPORT
off,1627734,0.05228669204707248,1.0309120743040794,0.9786253822570069,0,WEAK_SUPPORT
off,1628370,-0.11416623746857968,1.0309120743040794,1.145078311772659,0,WEAK_SUPPORT
def,1628415,0.06181025840456322,1.0309120743040794,1.0927223327086426,0,WEAK_SUPPORT
def,1630224,-0.026537265240247354,1.0309120743040794,1.004374809063832,0,WEAK_SUPPORT
def,1630578,0.04268420412045293,1.0309120743040794,1.0735962784245323,0,WEAK_SUPPORT
off,1630224,-0.004107666063021709,1.1337546041352702,1.137862270198292,0,WEAK_SUPPORT
def,1627734,0.10111921133146273,1.1337546041352702,1.234873815466733,0,WEAK_SUPPORT
def,1628370,-0.011410887010408821,1.1337546041352702,1.1223437171248614,0,WEAK_SUPPORT
off,1628368,0.016218730748694288,1.2745170648178343,1.25829833406914,0,WEAK_SUPPORT
off,1631099,0.033146295711064866,1.2745170648178343,1.2413707691067695,0,WEAK_SUPPORT
def,1630224,-0.026357116547095716,1.2745170648178343,1.2481599482707386,0,WEAK_SUPPORT
off,1628368,0.06241021000177138,1.1689084714403075,1.1064982614385361,0,WEAK_SUPPORT
off,1631099,0.009740604451211388,1.1689084714403075,1.1591678669890961,0,WEAK_SUPPORT
off,201942,-0.04095240060981031,1.1689084714403075,1.2098608720501178,0,WEAK_SUPPORT
off,1630578,0.05556862859798373,1.1447735968802297,1.089204968282246,0,WEAK_SUPPORT
def,1627734,0.13399469761660954,1.1447735968802297,1.2787682944968393,0,WEAK_SUPPORT
def,1628368,-0.06013611596964741,1.1447735968802297,1.0846374809105823,0,WEAK_SUPPORT
def,201942,0.018798365767409564,1.1447735968802297,1.1635719626476393,0,WEAK_SUPPORT
off,1627734,0.038389004744476596,1.0497359836039475,1.011346978859471,0,WEAK_SUPPORT
off,1628368,0.03205885470604897,1.0497359836039475,1.0176771288978985,0,WEAK_SUPPORT
off,1628370,-0.09825826639417734,1.0497359836039475,1.1479942499981248,0,WEAK_SUPPORT
off,201942,-0.030604086373656747,1.0497359836039475,1.0803400699776042,0,WEAK_SUPPORT
def,1630578,0.07126434605909227,1.0497359836039475,1.1210003296630398,0,WEAK_SUPPORT
