playerId,playerName,status,before_drbl100,after_drbl100,delta_drbl100,before_rank,after_rank,delta_rank,before_poss,after_poss,after_sdv100,after_shotMaking100
1630541,Moses Moody,matched,1.06,-0.34,-1.4,62,295,-233,194,1471,-0.41,-1.04
1641730,Noah Clowney,matched,-0.59,-0.35,0.24,217,296,-79,222,1299,-3.23,-0.29
1642367,Jonathan Mogbo,matched,2.36,-0.35,-2.71,9,297,-288,185,1992,0.64,-3.83
203468,CJ McCollum,matched,0.25,-0.35,-0.6,127,298,-171,465,2110,-1.91,-3.06
1630217,Desmond Bane,matched,-2.06,-0.35,1.71,307,299,8,464,2433,-1.2,-1.47
1628960,Grayson Allen,matched,-1.27,-0.36,0.91,274,300,-26,142,2183,-3.97,3.05
1629723,John Konchar,matched,-0.27,-0.36,-0.09,187,301,-114,157,824,0.48,2.75
1630182,Josh Green,matched,0.86,-0.36,-1.22,80,302,-222,73,2860,0.74,-0.39
201145,Jeff Green,new_in_after,,-0.36,,,303,,,187,-0.28,1.32
1628379,Luke Kennard,new_in_after,,-0.36,,,304,,,1395,-0.19,3
203994,Jusuf Nurkić,matched,-2.46,-0.37,2.09,316,305,11,355,1968,-1.57,-1.75
1627742,Brandon Ingram,matched,-0.13,-0.37,-0.24,168,306,-138,443,2446,1.29,-2.75
1630208,Nick Richards,matched,-0.21,-0.37,-0.16,178,307,-129,370,1195,2.57,1.52
1628380,Zach Collins,matched,0.26,-0.37,-0.63,125,308,-183,181,1423,-0.32,-0.56
1630230,Naji Marshall,matched,-0.34,-0.37,-0.03,195,309,-114,154,2220,0.69,3.15
1641824,Matas Buzelis,matched,-0.19,-0.39,-0.2,177,310,-133,112,1579,-2,-5.09
1630559,Austin Reaves,matched,-0.01,-0.4,-0.39,152,311,-159,597,3115,-1.99,-0.45
1642359,Pacôme Dadiet,matched,1.22,-0.4,-1.62,56,312,-256,66,332,-0.73,-2.16
1642258,Zaccharie Risacher,matched,-1.13,-0.4,0.73,267,313,-46,408,2752,-4.09,-7.82
1631204,Marcus Sasser,new_in_after,,-0.4,,,314,,,1139,0.24,4.81
1641998,Trey Jemison,new_in_after,,-0.4,,,315,,,638,0.84,-1.73
1629027,Trae Young,matched,-0.5,-0.41,0.09,209,316,-107,659,4128,-5.34,-6.85
202699,Tobias Harris,matched,-0.16,-0.41,-0.25,172,317,-145,558,3348,-1.43,-4.66
1631247,Luke Travers,new_in_after,,-0.41,,,318,,,158,-0.25,-0.98
203944,Julius Randle,matched,0.01,-0.42,-0.43,151,319,-168,429,3421,1.96,-2.88
1626192,Pat Connaughton,matched,-1.36,-0.42,0.94,278,320,-42,284,1022,-2.75,-2.17
1630595,Cade Cunningham,matched,-0.63,-0.42,0.21,224,321,-97,596,3593,-3.14,-2.43
203924,Jerami Grant,matched,-1.14,-0.42,0.72,270,322,-52,574,3370,-3.42,-3.97
1641763,Julian Phillips,matched,-0.52,-0.42,0.1,211,323,-112,260,1617,-0.41,-0.24
1628415,Dillon Brooks,matched,1.35,-0.42,-1.77,49,324,-275,550,3307,-0.69,0.77
201566,Russell Westbrook,matched,-2.61,-0.42,2.19,317,325,-8,166,2889,-5.49,-2.76
1642271,Kyle Filipowski,new_in_after,,-0.42,,,326,,,1246,-0.58,2.45
1629669,Jaylen Nowell,new_in_after,,-0.42,,,327,,,661,-0.54,-6.01
1628964,Mo Bamba,new_in_after,,-0.42,,,328,,,704,1.54,-3.01
1626179,Terry Rozier,matched,-0.66,-0.43,0.23,225,329,-104,395,2470,-2.18,-3.86
1631311,Lester Quinones,new_in_after,,-0.43,,,330,,,71,0.37,-0.3
203471,Dennis Schröder,matched,0.82,-0.43,-1.25,82,331,-249,400,3206,-2.61,-0.65
1630322,Lindy Waters III,matched,1.64,-0.43,-2.07,41,332,-291,54,1721,-0.26,-2.79
1630526,Jeremiah Robinson-Earl,matched,-0.78,-0.43,0.35,246,333,-87,65,2118,1.04,-3.26
1630214,Xavier Tillman,matched,0.56,-0.44,-1,102,334,-232,267,608,-0.64,-5.76
204456,T.J. McConnell,matched,-2.12,-0.44,1.68,309,335,-26,255,2304,0.34,0.18
1630558,Davion Mitchell,matched,-0.08,-0.44,-0.36,158,336,-178,310,3062,-3.07,-4.58
1642267,Carlton Carrington,matched,-1.48,-0.44,1.04,284,337,-53,312,3027,-2.05,-4.98
1628981,Bruno Fernando,matched,-0.12,-0.45,-0.33,164,338,-174,147,625,1.09,0.11
1629629,Cam Reddish,new_in_after,,-0.45,,,339,,,1695,0.18,0.4
1641766,Adama Sanogo,new_in_after,,-0.45,,,340,,,88,0.53,0.19
1628408,PJ Dozier,new_in_after,,-0.45,,,341,,,143,-0.1,1.35
1627827,Dorian Finney-Smith,matched,-0.24,-0.46,-0.22,182,342,-160,334,2212,-0.63,8.14
1630533,Ziaire Williams,matched,0.86,-0.46,-1.32,78,343,-265,222,1839,0.24,-6.97
1631172,Ousmane Dieng,matched,1.92,-0.46,-2.38,28,344,-316,177,763,-0.41,-4.86
1626156,D'Angelo Russell,matched,0.78,-0.47,-1.25,87,345,-258,544,2917,-3.88,-2.05
1641710,Anthony Black,matched,1.03,-0.47,-1.5,67,346,-279,456,2865,-2.99,-5.81
1631255,Karlo Matković,new_in_after,,-0.47,,,347,,,158,0.15,-0.7
1642273,Kyshawn George,matched,-0.13,-0.47,-0.34,169,348,-179,301,2070,-4.78,-6.49
201144,Mike Conley,matched,-1.03,-0.48,0.55,263,349,-86,309,2293,-4.89,-2.41
1631323,Simone Fontecchio,matched,-0.12,-0.48,-0.36,162,350,-188,319,2071,-2.43,0.15
1642346,Ryan Dunn,matched,0.87,-0.48,-1.35,77,351,-274,248,1540,0.09,-1.26
1641707,Taylor Hendricks,matched,-0.76,-0.48,0.28,242,352,-110,230,322,-0.48,-3.78
1629234,Drew Eubanks,new_in_after,,-0.48,,,353,,,1197,1.02,1.15
1629312,Haywood Highsmith,matched,1.91,-0.49,-2.4,29,354,-325,206,2330,0.07,2.29
203501,Tim Hardaway Jr.,matched,-0.16,-0.49,-0.33,173,355,-182,489,2829,-1.09,-1.83
203458,Alex Len,matched,-1.6,-0.49,1.11,289,356,-67,101,554,0.41,-0.31
1631104,Blake Wesley,matched,1.71,-0.49,-2.2,37,357,-320,107,945,-1.13,-2.38
1631115,Orlando Robinson,new_in_after,,-0.49,,,358,,,181,-0.14,-0.19
1631170,Jaime Jaquez Jr.,matched,0.31,-0.5,-0.81,119,359,-240,299,1723,-3.49,-5.18
1630539,Kai Jones,matched,-0.71,-0.5,0.21,235,360,-125,89,598,0.75,3.52
1631200,Kris Murray,matched,-2.31,-0.5,1.81,313,361,-48,256,1187,-0.36,1.04
1631101,Shaedon Sharpe,new_in_after,,-0.5,,,362,,,2447,-1.78,-4.43
203954,Joel Embiid,new_in_after,,-0.5,,,363,,,726,-1.98,-5.18
1627763,Malcolm Brogdon,new_in_after,,-0.5,,,364,,,994,-0.65,0.75
1641709,Ausar Thompson,new_in_after,,-0.5,,,365,,,555,-2.92,-2.1
1642281,Jaylon Tyson,matched,-1.55,-0.51,1.04,287,366,-79,68,444,0.38,-1.34
203897,Zach LaVine,matched,-0.09,-0.51,-0.42,159,367,-208,617,3487,-0.28,5.99
1642264,Stephon Castle,matched,0.11,-0.51,-0.62,142,368,-226,256,2955,-5.15,-9.37
1642265,Rob Dillingham,new_in_after,,-0.51,,,369,,,521,0.08,-0.23
1629673,Jordan Poole,matched,-0.88,-0.52,0.36,257,370,-113,395,2907,-2.98,1.43
1642276,Kel'el Ware,new_in_after,,-0.53,,,371,,,253,-1.11,-0.7
1629611,Terance Mann,matched,-1.37,-0.53,0.84,279,372,-93,275,1921,-1.34,-1.99
1628464,Daniel Theis,matched,1.15,-0.53,-1.68,59,373,-314,276,1130,-0.46,-2.77
202709,Cory Joseph,new_in_after,,-0.54,,,374,,,257,-0.27,-0.24
1641748,Andre Jackson Jr.,matched,1.55,-0.54,-2.09,44,375,-331,62,1657,-0.12,-2.34
1641842,Ronald Holland II,matched,-2.02,-0.54,1.48,305,376,-71,226,1883,-0.78,-1.75
1641854,Craig Porter Jr.,new_in_after,,-0.54,,,377,,,593,-0.3,2.5
203552,Seth Curry,matched,0.28,-0.54,-0.82,123,378,-255,347,1329,-0.44,2.96
1630256,Jae'Sean Tate,new_in_after,,-0.54,,,379,,,275,-0.28,-0.07
1629004,Svi Mykhailiuk,new_in_after,,-0.54,,,380,,,336,-0.43,-0.51
1630553,Keon Johnson,matched,-0.84,-0.55,0.29,253,381,-128,71,1778,-4.3,-6.34
1631108,Max Christie,matched,-4.64,-0.56,4.08,321,382,-61,257,2229,-3.6,-1.37
1630175,Cole Anthony,matched,0.04,-0.56,-0.6,149,383,-234,227,1165,-4.66,-3.81
1641764,Brandin Podziemski,matched,3.1,-0.56,-3.66,2,384,-382,318,2494,-3.87,-4.79
1642263,Reed Sheppard,matched,-0.87,-0.56,0.31,255,385,-130,163,1289,-1.97,-5.38
1631093,Jaden Ivey,matched,-0.13,-0.57,-0.44,166,386,-220,538,3041,-1.69,-3.46
1630703,Scoot Henderson,matched,-1.13,-0.57,0.56,268,387,-119,460,2109,-2.73,-8.19
1630172,Patrick Williams,matched,0.12,-0.57,-0.69,139,388,-249,506,2115,-3.73,-3.57
1630631,Jose Alvarado,matched,0.38,-0.57,-0.95,116,389,-273,166,1127,-2.33,-0.18
1641723,Kobe Bufkin,new_in_after,,-0.57,,,390,,,530,-1.82,-2.87
1628389,Bam Adebayo,matched,-1.99,-0.59,1.4,304,391,-87,377,3394,-1.8,-6.43
1641767,Ben Sheppard,matched,1.24,-0.59,-1.83,52,392,-340,228,1188,0.71,-0.44
1631207,Dalen Terry,matched,1.66,-0.59,-2.25,40,393,-353,144,1518,-0.62,1.01
1631288,Jamal Cain,new_in_after,,-0.59,,,394,,,867,0.62,-0.8
201599,DeAndre Jordan,new_in_after,,-0.59,,,395,,,563,2.88,0.62
203083,Andre Drummond,matched,-0.66,-0.6,0.06,226,396,-170,351,1764,4.92,-1.14
1630560,Cam Thomas,matched,-0.78,-0.6,0.18,244,397,-153,428,2246,-2.13,1.16
1631210,Jacob Toppin,new_in_after,,-0.63,,,398,,,76,-0.06,-0.63
1630529,Herbert Jones,matched,-0.69,-0.64,0.05,234,399,-165,409,1358,-0.62,-0.92
1641722,Jordan Hawkins,matched,-0.79,-0.64,0.15,248,400,-152,361,1366,-1.93,-6.6
1626162,Kelly Oubre Jr.,matched,-0.68,-0.65,0.03,230,401,-171,457,3128,-1.04,-1.78
1629012,Collin Sexton,matched,-0.88,-0.65,0.23,256,402,-146,207,3000,-1.13,3.25
1630527,Brandon Boston Jr.,new_in_after,,-0.65,,,403,,,2776,-2.33,-4.03
1641729,Brice Sensabaugh,matched,-2.82,-0.66,2.16,319,404,-85,129,1354,0.08,4.04
1642278,Tyler Kolek,new_in_after,,-0.66,,,405,,,458,0.24,-0.32
203995,Vasilije Micić,matched,0.25,-0.67,-0.92,128,406,-278,173,1320,-4.74,-5.94
1631124,Julian Strawther,matched,-3.33,-0.67,2.66,320,407,-87,139,2142,-1.38,1.69
201959,Taj Gibson,new_in_after,,-0.67,,,408,,,601,1.24,-1.67
1641731,Bilal Coulibaly,matched,-0.5,-0.68,-0.18,210,409,-199,437,3470,0.21,-7.69
204060,Joe Ingles,matched,-0.24,-0.69,-0.45,181,410,-229,68,102,-0.09,-1.07
1626153,Delon Wright,matched,-2.25,-0.69,1.56,311,411,-100,229,1191,-1.33,-4.67
1630193,Immanuel Quickley,matched,-0.16,-0.69,-0.53,174,412,-238,61,274,-0.55,-2.63
1641765,Olivier-Maxence Prosper,new_in_after,,-0.69,,,413,,,457,0.38,-3.65
1630557,Corey Kispert,matched,-0.23,-0.69,-0.46,180,414,-234,366,2155,-3.28,2.61
1629614,Andrew Nembhard,matched,-0.29,-0.7,-0.41,189,415,-226,494,1542,-2.44,-2.31
203967,Dario Šarić,matched,-1.88,-0.7,1.18,301,416,-115,88,561,-2.54,-4.46
1641721,Maxwell Lewis,new_in_after,,-0.7,,,417,,,106,-0.05,-1.16
203992,Bogdan Bogdanović,matched,-0.32,-0.71,-0.39,192,418,-226,128,1360,-2.5,-0.78
1641711,Gradey Dick,matched,-0.44,-0.71,-0.27,204,419,-215,346,3168,-1.63,-4.59
1642347,Jamal Shead,matched,-1.87,-0.71,1.16,300,420,-120,260,1486,-2.42,-3.45
201569,Eric Gordon,matched,1.92,-0.73,-2.65,27,421,-394,309,1175,-2.66,-4.38
1630249,Vít Krejčí,matched,-1.38,-0.73,0.65,280,422,-142,218,638,-0.56,-5.12
1641794,Dillon Jones,new_in_after,,-0.73,,,423,,,699,0.34,-4.39
200768,Kyle Lowry,matched,-0.79,-0.74,0.05,247,424,-177,297,1472,-0.54,-1.65
1630545,Terrence Shannon Jr.,new_in_after,,-0.74,,,425,,,190,-0.44,-0.01
1631216,Caleb Houstan,new_in_after,,-0.75,,,426,,,408,-0.63,-2.12
1641716,Jarace Walker,matched,0.28,-0.75,-1.03,122,427,-305,138,2110,-1.1,-1.12
1641816,Hunter Tyson,new_in_after,,-0.75,,,428,,,579,-0.44,0.6
1629014,Anfernee Simons,matched,-0.78,-0.76,0.02,245,429,-184,581,2999,-5.29,0.45
1628997,Caleb Martin,matched,-0.3,-0.77,-0.47,190,430,-240,442,2312,-2.85,-4.88
1641718,Keyonte George,matched,-2.33,-0.77,1.56,314,431,-117,266,3301,-6.9,-0.44
1630531,Jaden Springer,new_in_after,,-0.77,,,432,,,159,-0.08,-3.03
1642403,Isaac Jones,new_in_after,,-0.77,,,433,,,622,0.32,4.01
1630568,Luka Garza,new_in_after,,-0.79,,,434,,,202,-0.09,1.34
1629216,Gabe Vincent,matched,-0.63,-0.8,-0.17,222,435,-213,285,2088,-4.47,-3.04
1642259,Alexandre Sarr,matched,-1.93,-0.81,1.12,303,436,-133,302,2644,-1.77,-7.24
1630570,Trendon Watford,new_in_after,,-0.81,,,437,,,835,-2.47,-2.14
1629750,Javonte Green,matched,2.12,-0.82,-2.94,16,438,-422,225,2378,1.19,-3.13
202331,Paul George,new_in_after,,-0.82,,,439,,,1783,-3.08,0.51
1630346,Matt Ryan,new_in_after,,-0.82,,,440,,,190,-0.78,-3.32
1630702,Jaden Hardy,matched,-0.73,-0.84,-0.11,238,441,-203,143,1325,-3.41,-4.28
1628398,Kyle Kuzma,matched,-0.68,-0.84,-0.16,231,442,-211,408,1439,-4.55,-4.54
1627749,Dejounte Murray,matched,-0.05,-0.85,-0.8,154,443,-289,120,1569,-5.57,-7.31
1629645,Kevin Porter Jr.,matched,1.75,-0.88,-2.63,35,444,-409,212,2042,-3.07,-7.6
1641739,Toumani Camara,matched,-0.49,-0.89,-0.4,207,445,-238,482,3465,1.67,-0.28
1629018,Gary Trent Jr.,matched,-1.14,-0.9,0.24,269,446,-177,566,2341,-3.93,2.89
1630538,Bones Hyland,new_in_after,,-0.9,,,447,,,566,-2.83,2.99
1642530,Yuki Kawamura,new_in_after,,-0.92,,,448,,,152,-0.8,-2.52
1642355,Bronny James,new_in_after,,-0.93,,,449,,,66,-0.16,-3.17
1641809,Drew Peterson,new_in_after,,-0.95,,,450,,,338,-0.64,-0.82
1630574,Ariel Hukporti,matched,-0.97,-0.97,0,261,451,-190,78,391,-0.34,1.18
202693,Markieff Morris,new_in_after,,-0.97,,,452,,,53,-0.45,-2.2
1631248,Baylor Scheierman,new_in_after,,-0.99,,,453,,,139,-0.62,-3.89
1631120,JD Davison,new_in_after,,-1.01,,,454,,,95,0.21,-0.11
1641732,Colby Jones,new_in_after,,-1.01,,,455,,,382,0.8,-1.83
1642422,Armel Traoré,new_in_after,,-1.02,,,456,,,254,-0.59,-4.02
1631169,Josh Minott,new_in_after,,-1.03,,,457,,,428,-0.86,3.02
1630170,Devin Vassell,new_in_after,,-1.03,,,458,,,1342,-2.28,3.58
203500,Steven Adams,matched,1.31,-1.06,-2.37,51,459,-408,57,655,2.32,1.37
1641757,Jordan Miller,new_in_after,,-1.07,,,460,,,1073,-0.87,-3.7
202684,Tristan Thompson,matched,-1.52,-1.08,0.44,286,461,-175,58,302,0.44,-0.85
1642268,Isaiah Collier,new_in_after,,-1.11,,,462,,,1242,-2.85,-8.8
1630192,Zeke Nnaji,new_in_after,,-1.17,,,463,,,289,-0.54,-2.19
1631223,David Roddy,matched,-2.66,-1.17,1.49,318,464,-146,198,955,-0.23,4.08
1641715,Cam Whitmore,matched,-0.38,-1.2,-0.82,198,465,-267,222,344,-0.77,-4.06
1630544,Tre Mann,matched,0.2,-1.21,-1.41,133,466,-333,358,1304,-1.89,-2.3
1642502,Malevy Leons,new_in_after,,-1.29,,,467,,,82,-0.05,-1.07
1630556,Kessler Edwards,new_in_after,,-1.31,,,468,,,50,0.05,-1.65
1630314,Brandon Williams,new_in_after,,-1.37,,,469,,,94,-0.46,-2.63
1626196,Josh Richardson,new_in_after,,-1.56,,,470,,,578,-1.16,-2.77
1642262,Cody Williams,matched,-2.07,-2.08,-0.01,308,471,-163,203,1251,-2.9,-7.89
