season,playerId,player,teamId,drbl100_400,drbl100_full,deltaDRBL,absoluteDeltaDRBL,rank400,rankFull,rankChange,P400,PFull,LN400,LNFull,B400,BFull,fused400,fusedFull,posterior400,posteriorFull,war400,warFull,poss400,possFull
2024-25,1630224,Jalen Green,1610612745,-0.2554,0,0.2554,0.2554,275,232,43,0.02,0.25,-1.93,-1.98,0.08,0.03,-0.27,0,-0.2554,0,0.9357917293554847,4.21772355683026,3607,10969
2024-25,1626166,Cameron Payne,1610612752,0.184,0.3636,0.17959999999999998,0.17959999999999998,117,121,-4,0.84,0.29,0.6,1.88,0.36,0.44,0.21,0.38,0.184,0.3636,1.0643854495773495,4.129413225768035,1452,4428
2024-25,1630171,Isaac Okoro,1610612739,-0.0637,0.3728,0.4365,0.4365,195,115,80,0.16,0.73,-0.04,2.13,0,-0.15,-0.07,0.39,-0.0637,0.3728,1.4924407962397939,4.112262979424326,1840,4345
2024-25,1642276,Kel'el Ware,1610612748,-0.3895,0.2222,0.6117,0.6117,330,153,177,0.67,0.34,-0.66,0.26,0.06,0.03,-0.6973,0.23,-0.3895,0.2222,-0.23189346238741532,4.1079784701273425,386,5710
2024-25,1628374,Lauri Markkanen,1610612762,0.3546,0.184,-0.17060000000000003,0.17060000000000003,74,165,-91,1.05,0.54,0.35,-0.34,-0.22,-0.2,0.38,0.19,0.3546,0.184,2.9611052089730387,4.071743203074542,2832,6152
2024-25,1630559,Austin Reaves,1610612747,-0.2819,0,0.2819,0.2819,286,233,53,-0.11,0.29,-0.49,0.06,0.19,-0.1,-0.3,0,-0.2819,0,0.4674191213271129,4.068917009606874,2974,10582
2024-25,202692,Alec Burks,1610612748,0.8969,0.5381,-0.3588,0.3588,12,73,-61,1.95,1.21,2.56,2.19,0.25,-0.04,1.19,0.57,0.8969,0.5381,1.089967098563519,4.037517171164351,710,3377
2024-25,1629684,Grant Williams,1610612766,0.8571,1.1076,0.25049999999999994,0.25049999999999994,15,16,-1,0.2,0.21,2.53,3.25,-0.43,-0.39,0.9446,1.2207,0.8571,1.1076,0.8270830782698523,4.02173600830154,1958,1958
2024-25,1630166,Deni Avdija,1610612757,-0.4967,0.0391,0.5357999999999999,0.5357999999999999,365,218,147,-0.16,0.74,-1.31,0.75,-0.11,-0.34,-0.53,0.04,-0.4967,0.0391,0.666455040136129,3.9715256290595025,2961,8956
2024-25,1629652,Luguentz Dort,1610612760,0.2448,0.0489,-0.1959,0.1959,98,214,-116,0.46,0.45,-0.71,-1.44,0.11,0.13,0.26,0.05,0.2448,0.0489,1.9581678614978515,3.952607165352104,3223,8626
2024-25,1630217,Desmond Bane,1610612763,-0.9148,0.0196,0.9343999999999999,0.9343999999999999,440,225,215,-0.13,0.64,-1.15,2.45,0.22,0.15,-0.99,0.02,-0.9148,0.0196,0.06231124862995962,3.936846200351941,2451,9508
2024-25,1641726,Dereck Lively II,1610612742,0.4124,0.501,0.08860000000000001,0.08860000000000001,57,82,-25,1.4,1.07,1.74,3.6,-0.12,-0.07,0.45,0.53,0.4124,0.501,1.894786707038581,3.9330078527970542,2118,3451
2024-25,1630194,Paul Reed,1610612765,-0.2901,1.1627,1.4528,1.4528,288,14,274,1.97,0.95,0.57,1.91,0.01,-0.06,-0.38,1.29,-0.2901,1.1627,1.1375258837969093,3.9043984847367668,593,1827
2024-25,1626164,Devin Booker,1610612756,0.3044,-0.0295,-0.3339,0.3339,81,248,-167,0.07,-0.17,-0.05,0.35,0,-0.18,0.32,-0.03,0.3044,-0.0295,1.7904626637796934,3.8867440454784252,3604,11430
2024-25,201572,Brook Lopez,1610612749,0.1036,-0.0098,-0.1134,0.1134,133,242,-109,0.37,0.39,1.47,1.6,0.03,0.04,0.11,-0.01,0.1036,-0.0098,0.9199884846963035,3.853815349417634,3503,10423
2024-25,1627750,Jamal Murray,1610612743,-0.3093,0,0.3093,0.3093,297,234,63,-0.13,0.46,1.87,1.08,0.51,0.22,-0.33,0,-0.3093,0,0.6434624963877779,3.851667140921571,2860,10017
2024-25,1628960,Grayson Allen,1610612756,-0.7054,0.1454,0.8508,0.8508,409,176,233,-0.1,0.16,-0.73,-0.16,-0.11,-0.12,-0.77,0.15,-0.7054,0.1454,0.4795287835870554,3.7892675023012288,2078,6277
2024-25,1628988,Aaron Holiday,1610612745,0.5587,0.4523,-0.1064,0.1064,37,94,-57,1.78,0.63,1.87,-0.11,0.05,0.1,0.72,0.48,0.5587,0.4523,1.3411345132512864,3.4877569740148076,658,3271
2024-25,1629638,Nickeil Alexander-Walker,1610612750,0.2502,0.0098,-0.24039999999999997,0.24039999999999997,97,227,-130,1.03,-0.05,4.57,1.38,-0.25,-0.15,0.27,0.01,0.2502,0.0098,2.8424973879399342,3.3859335191888618,2536,8480
2024-25,1631204,Marcus Sasser,1610612765,0.3147,0.3875,0.07280000000000003,0.07280000000000003,78,113,-35,2.28,0.64,2.65,1.76,0.03,-0.01,0.37,0.41,0.3147,0.3875,2.3561309030668665,3.340677344047905,984,3449
2024-25,1629731,Dean Wade,1610612739,-0.0986,0.1637,0.2623,0.2623,206,171,35,0.78,0.11,1.69,2.02,-0.09,-0.1,-0.11,0.17,-0.0986,0.1637,0.28043970383214534,3.2907509407255,1744,5213
2024-25,1631207,Dalen Terry,1610612741,-0.2916,0.2484,0.54,0.54,290,146,144,0.16,-0.07,-3,-4.71,-0.48,-0.23,-0.33,0.26,-0.2916,0.2484,0.6726889801888385,3.252761775689244,1633,4286
2024-25,1641744,Zach Edey,1610612763,-0.2018,0.0968,0.2986,0.2986,250,194,56,0.52,0.21,0.64,-0.37,-0.05,-0.03,-0.23,0.1,-0.2018,0.0968,1.5376865788084426,3.233970679100787,1564,6097
2024-25,1630643,Jay Huff,1610612763,0.789,0.414,-0.37500000000000006,0.37500000000000006,21,104,-83,1.23,1.22,-2.88,-2.01,-0.05,0.04,0.88,0.44,0.789,0.414,1.8823492523801835,3.211180405707845,1646,3184
2024-25,1631260,AJ Green,1610612749,0.4997,0.0388,-0.4609,0.4609,46,219,-173,0.89,0.45,1.88,0.57,-0.13,0.03,0.55,0.04,0.4997,0.0388,2.102123824569879,2.9924407185567055,2161,6755
2024-25,1630540,Miles McBride,1610612752,0.0736,0.0485,-0.025099999999999997,0.025099999999999997,152,215,-63,0.63,0.27,2.39,2.98,0.06,0.17,0.08,0.05,0.0736,0.0485,1.9341607795468563,2.974512100849421,2268,6500
2024-25,203939,Dwight Powell,1610612742,-0.3304,0.6326,0.9630000000000001,0.9630000000000001,307,56,251,0.42,0.07,-0.23,-0.07,-0.23,-0.51,-0.44,0.69,-0.3304,0.6326,0.3507617386208426,2.951700875942239,645,2206
2024-25,1629312,Haywood Highsmith,1610612748,-0.0737,0.0097,0.0834,0.0834,198,228,-30,0.3,-0.03,1.23,0.77,-0.21,0.02,-0.08,0.01,-0.0737,0.0097,1.210449327740462,2.8977119890816705,2267,7260
2024-25,1630548,Johnny Juzang,1610612762,-0.0177,0.106,0.1237,0.1237,184,189,-5,-0.49,0.39,-1.25,-1.19,-0.13,-0.08,-0.02,0.11,-0.0177,0.106,0.26372322767853257,2.8700262964117744,1465,5273
2024-25,203484,Kentavious Caldwell-Pope,1610612753,-0.2739,-0.0489,0.22499999999999998,0.22499999999999998,280,254,26,0.69,0.47,0.77,-0.04,0.09,-0.09,-0.29,-0.05,-0.2739,-0.0489,1.6287731453250651,2.828023032269523,3454,9099
2024-25,1628371,Jonathan Isaac,1610612753,0.0266,0.1721,0.14550000000000002,0.14550000000000002,166,166,0,0.64,0.25,-2.46,-1.17,0.16,-0.09,0.03,0.18,0.0266,0.1721,1.3700929856421042,2.8132861290517237,1655,4369
2024-25,1641764,Brandin Podziemski,1610612744,-0.9628,0.0097,0.9725,0.9725,442,229,213,-1.04,0.5,2.35,2.97,-0.06,-0.05,-1.04,0.01,-0.9628,0.0097,-1.44857786695553,2.791143242375774,2392,6993
2024-25,1630228,Jonathan Kuminga,1610612744,-0.1851,0.1438,0.32889999999999997,0.32889999999999997,245,177,68,-0.18,0.04,-0.19,0.35,-0.21,-0.44,-0.2,0.15,-0.1851,0.1438,0.4818628500228117,2.790462694988761,2324,4641
2024-25,1642272,Jared McCain,1610612755,0.4153,0.5007,0.08540000000000003,0.08540000000000003,56,84,-28,1.01,0.75,0.48,0.63,0,-0.07,0.45,0.5426,0.4153,0.5007,1.9632376102700417,2.725013631299386,2272,2392
2024-25,1630570,Trendon Watford,1610612751,-1.1053,0.2463,1.3516,1.3516,456,147,309,-0.69,-0.29,-0.89,-0.27,-0.27,-0.27,-1.37,0.26,-1.1053,0.2463,-0.1010626359455759,2.717719489737396,792,3596
2024-25,1627780,Gary Payton II,1610612744,0.1912,0.2185,0.02729999999999999,0.02729999999999999,112,155,-43,0.92,1.34,0.44,0.9,-0.03,-0.03,0.22,0.23,0.1912,0.2185,0.7563645096331666,2.7062386628549846,1296,3791
2024-25,1627747,Caris LeVert,1610612739,0.2288,0.0097,-0.21910000000000002,0.21910000000000002,104,230,-126,0.91,0.25,2.16,1.19,0,-0.07,0.25,0.01,0.2288,0.0097,2.6145669904825155,2.70572859145794,2237,6779
2024-25,203991,Clint Capela,1610612737,0.297,0.1056,-0.1914,0.1914,84,190,-106,0.51,0,0.5,-1.38,-0.01,0.05,0.32,0.11,0.297,0.1056,2.101463224589393,2.6346939143642287,2692,4846
2024-25,1627832,Fred VanVleet,1610612745,0.5291,-0.0488,-0.5779,0.5779,42,253,-211,0.81,0.43,1.94,0.99,0.5,0.25,0.56,-0.05,0.5291,-0.0488,2.5584646059873903,2.611102961520606,3569,8397
2024-25,1629674,Neemias Queta,1610612738,-0.4683,0.2641,0.7323999999999999,0.7323999999999999,354,139,215,0.03,0.13,0.8,-0.06,-0.51,-0.5,-0.53,0.28,-0.4683,0.2641,-0.09038343777942229,2.60055259289291,1409,3323
2024-25,201950,Jrue Holiday,1610612738,-0.1596,-0.039,0.12059999999999998,0.12059999999999998,234,250,-16,0.04,0.03,-2.27,-0.91,-0.43,-0.13,-0.17,-0.04,-0.1596,-0.039,1.1271752135894684,2.5602237918563806,3146,7860
2024-25,1631110,Jeremy Sochan,1610612759,-0.2962,0.0386,0.33480000000000004,0.33480000000000004,291,220,71,0.61,0.03,-0.31,0.71,-0.15,-0.24,-0.33,0.04,-0.2962,0.0386,1.6481369697150796,2.50432530259358,1728,5657
2024-25,1628368,De'Aaron Fox,1610612758,0.3057,-0.0783,-0.384,0.384,80,273,-193,1.06,0.03,-0.36,1.02,0.11,0.05,0.32,-0.08,0.3057,-0.0783,3.2924725640186163,2.487695377308558,4268,9335
2024-25,1642271,Kyle Filipowski,1610612762,-0.0689,0,0.0689,0.0689,196,235,-39,0.11,0.1,-0.42,-0.31,-0.31,-0.28,-0.08,0,-0.0689,0,0.5993129660794871,2.4731878856351748,1172,6432
2024-25,1630533,Ziaire Williams,1610612751,-0.5051,0,0.5051,0.5051,368,236,132,-0.9,-0.12,-1.7,-2.02,-0.22,-0.21,-0.56,0,-0.5051,0,-0.716682571722507,2.390133068580262,1839,6216
2024-25,201143,Al Horford,1610612738,0.3861,-0.0194,-0.40549999999999997,0.40549999999999997,68,245,-177,0.29,0.24,-0.54,1.43,-0.4,-0.12,0.42,-0.02,0.3861,-0.0194,1.116461778436777,2.373923228692274,2446,6682
2024-25,1629673,Jordan Poole,1610612764,0.2994,-0.0684,-0.3678,0.3678,82,265,-183,0.74,0.41,-0.06,-0.82,0.06,-0.02,0.32,-0.07,0.2994,-0.0684,1.7434705942902666,2.3686574650233188,2937,8417
2024-25,1630696,Dru Smith,1610612748,0.4043,1.1571,0.7528,0.7528,62,15,47,0.92,1.58,2.24,1.88,-0.06,-0.05,0.49,1.3691,0.4043,1.1571,1.5801942048834268,2.32444600171833,822,1092
2024-25,1626158,Richaun Holmes,1610612764,0.0366,0.4226,0.38599999999999995,0.38599999999999995,164,100,64,0.14,1.22,-0.1,1.34,-0.05,-0.38,0.1476,0.46,0.0366,0.4226,0.07991715087330149,2.3075670699475173,82,2259
2024-25,1641824,Matas Buzelis,1610612741,-0.8432,-0.0291,0.8140999999999999,0.8140999999999999,428,247,181,-0.45,0.09,0.55,-0.47,-0.24,-0.11,-0.95,-0.03,-0.8432,-0.0291,-0.06060655429829549,2.2585129429769717,1573,6630
2024-25,1627752,Taurean Prince,1610612749,-0.1582,-0.088,0.07020000000000001,0.07020000000000001,231,279,-48,-0.39,-0.11,-1.14,-1.63,-0.16,0.02,-0.17,-0.09,-0.1582,-0.088,1.0303465962251623,2.245676146151354,2888,8916
2024-25,1630539,Kai Jones,1610612746,-0.2623,0.5333,0.7956,0.7956,276,75,201,0.81,2.56,-2.09,0.1,-0.26,-0.06,-0.35,0.59,-0.2623,0.5333,0.6072536734064049,2.235301076883813,559,1881
2024-25,1630264,Anthony Gill,1610612764,0.8838,0.6411,-0.24270000000000003,0.24270000000000003,13,53,-40,0.98,1.1,1.26,1.22,-0.19,-0.62,1.16,0.72,0.8838,0.6411,0.5127416696390144,2.1964741527385807,564,1626
2024-25,1630625,Dalano Banton,1610612757,-0.1695,0.0479,0.2174,0.2174,241,216,25,0.47,-0.78,4.84,2.36,0.13,0.05,-0.19,0.05,-0.1695,0.0479,1.0285654704958165,2.1049895919037906,1611,4609
2024-25,201145,Jeff Green,1610612745,-0.0014,0.5966,0.598,0.598,180,62,118,-0.36,1.07,-0.31,-2.89,-0.24,-0.29,-0.003,0.67,-0.0014,0.5966,0.12216920319330905,2.0874102163439514,217,1626
2024-25,1630549,Day'Ron Sharpe,1610612751,-0.0054,0.1325,0.1379,0.1379,182,178,4,-0.66,0.72,0.64,2.82,-0.43,0.05,-0.0083,0.14,-0.0054,0.1325,-0.03093378602818363,2.078692879116804,362,3558
2024-25,203937,Kyle Anderson,1610612744,0.0883,0.0763,-0.011999999999999997,0.011999999999999997,143,201,-58,0.48,0.23,-1.93,-1.84,0.15,0.17,0.1,0.08,0.0883,0.0763,0.9443309821247877,2.0615201739556723,1560,4127
2024-25,1628998,Cody Martin,1610612766,0.1871,0.0288,-0.1583,0.1583,116,224,-108,0.55,-0.1,2.75,2.91,-0.07,-0.16,0.2,0.03,0.1871,0.0288,2.4297541322919027,2.0613068905553122,2864,4817
2024-25,1631230,Dominick Barlow,1610612737,0.1,0.5956,0.49560000000000004,0.49560000000000004,136,63,73,0.86,0.7,0,0.67,0,-0.18,0.3822,0.67,0.098,0.5956,0.08,2.0541850337471113,69,1602
2024-25,1641796,Pelle Larsson,1610612748,0.3212,0.1878,-0.1334,0.1334,77,163,-86,0.23,0.03,0.54,0.69,-0.15,-0.23,0.39,0.2,0.3212,0.1878,0.7343547412581519,2.0501522440816498,1098,3071
2024-25,1629726,Garrison Mathews,1610612737,0.2362,0.1324,-0.1038,0.1038,101,179,-78,0.95,0.41,-1.8,-1.01,-0.03,-0.24,0.27,0.14,0.2362,0.1324,0.529850533755527,2.048368501495177,1527,3507
2024-25,203903,Jordan Clarkson,1610612762,-0.1341,0.0762,0.2103,0.2103,226,202,24,-0.33,-0.12,-1.2,-1.17,-0.13,-0.09,-0.15,0.08,-0.1341,0.0762,0.1827352348083194,2.001972503687421,1724,4009
2024-25,1629750,Javonte Green,1610612740,-0.3044,0,0.3044,0.3044,296,237,59,-0.39,-0.21,-1.05,1.01,0.04,-0.16,-0.33,0,-0.3044,0,-0.010653988510050545,1.9817802180602753,2458,5154
2024-25,1629057,Robert Williams III,1610612757,0.8729,0.6446,-0.22830000000000006,0.22830000000000006,14,52,-38,2.09,1.04,0.33,0.69,0.02,0.15,1.13,0.7331,0.8729,0.6446,1.4039410614111025,1.974511700652392,663,1456
2024-25,1631131,Oscar Tshiebwe,1610612762,0.0699,0.9299,0.86,0.86,153,22,131,0.68,1.86,-0.15,2.43,-0.26,-0.57,0.2754,1.1,0.0699,0.9299,0.14026438674621772,1.9522666188206523,68,1093
2024-25,1630591,Jalen Suggs,1610612753,-0.2172,0.0557,0.27290000000000003,0.27290000000000003,257,210,47,-0.42,-0.39,-1.7,0.56,0.14,0.1,-0.23,0.0585,-0.2172,0.0557,-0.13776094084385876,1.9001136272366805,3258,4056
2024-25,1631096,Chet Holmgren,1610612760,0.5403,0.0854,-0.45489999999999997,0.45489999999999997,40,199,-159,0.01,0.46,1.66,2.81,0.09,-0.09,0.6356,0.09,0.5403,0.0854,0.3136311248984039,1.8969229678594235,1134,3696
2024-25,1630557,Corey Kispert,1610612764,-0.7778,-0.0679,0.7099000000000001,0.7099000000000001,420,264,156,-0.35,0.09,-0.5,1.14,-0.01,-0.1,-0.85,-0.07,-0.7778,-0.0679,-0.3325895887173379,1.866253568539264,2375,6614
2024-25,1630531,Jaden Springer,1610612738,-0.2214,0.5546,0.776,0.776,262,71,191,-1.24,-0.04,-1.2,0.22,-0.15,-0.44,-0.5,0.63,-0.2214,0.5546,-0.4888042653051531,1.7965221057773626,160,1472
2024-25,1629014,Anfernee Simons,1610612757,-0.7125,-0.1273,0.5852,0.5852,412,295,117,-1.22,0.25,-0.34,-0.61,0.06,0.11,-0.76,-0.13,-0.7125,-0.1273,-0.6359138426781884,1.7934164582996135,2964,9310
2024-25,1628978,Donte DiVincenzo,1610612750,-0.7078,-0.0777,0.6301,0.6301,410,272,138,-0.6,0.4,-1.18,0.26,-0.11,0.15,-0.76,-0.08,-0.7078,-0.0777,-0.5532731796472613,1.7803198024052886,2735,6658
2024-25,1628366,Lonzo Ball,1610612741,-0.0489,0.0944,0.14329999999999998,0.14329999999999998,192,196,-4,-0.87,0.36,2.13,3.3,-0.07,0.11,-0.06,0.1,-0.0489,0.0944,-0.23793314766299037,1.7716366809603896,746,3363
2024-25,1631255,Karlo Matković,1610612740,-0.4237,0.1036,0.5273,0.5273,346,191,155,-0.85,0.65,0.5,2.44,-0.17,0.04,-0.96,0.11,-0.4237,0.1036,-0.16156487442551357,1.7587983768315898,158,3253
2024-25,1641711,Gradey Dick,1610612761,-0.3574,-0.0874,0.27,0.27,316,278,38,0.28,-0.2,2.12,-0.19,0.14,-0.04,-0.38,-0.09,-0.3574,-0.0874,1.96970091138491,1.6743799025872377,3174,6624
2024-25,1630170,Devin Vassell,1610612759,-0.4961,-0.1171,0.379,0.379,363,291,72,1.84,0.19,-3.97,-2.93,0.1,0.03,-0.57,-0.12,-0.4961,-0.1171,1.8229448710193477,1.6617746275304917,1344,7989
2024-25,1631095,Jabari Smith Jr.,1610612745,0.4988,-0.0972,-0.596,0.596,47,283,-236,0.4,0.08,-1.95,-0.5,0.09,-0.16,0.53,-0.1,0.4988,-0.0972,1.8470002324708905,1.6429359001614603,3355,6903
2024-25,1629021,Moritz Wagner,1610612753,-0.046,0.2216,0.2676,0.2676,191,154,37,1.02,1.41,-0.02,-0.73,-0.21,-0.48,-0.05,0.2411,-0.046,0.2216,3.110849830665438,1.6396887169148504,2104,2282
2024-25,1641730,Noah Clowney,1610612751,-0.0087,0,0.0087,0.0087,183,238,-55,0.27,-0.34,-2.3,-1.78,-0.27,-0.21,-0.01,0,-0.0087,0,0.036395588417702025,1.6211069847384791,1382,4216
2024-25,203114,Khris Middleton,1610612749,0.1581,0.0473,-0.11079999999999998,0.11079999999999998,124,217,-93,1.44,0.41,0,0.82,0.49,-0.01,0.2792,0.05,0.1581,0.0473,0.1941802849409168,1.6190317297164616,464,3552
2024-25,1629622,Max Strus,1610612739,-0.22,-0.0578,0.1622,0.1622,260,259,1,-1.09,-0.05,0,0.93,0,0.1,-0.4763,-0.06,-0.2153,-0.0578,-0.13,1.6002605295300174,165,5381
2024-25,1628470,Torrey Craig,1610612741,0.175,0.5785,0.4035,0.4035,121,64,57,1.77,0.02,-0.42,-2.46,-0.01,-0.05,0.3,0.67,0.175,0.5785,0.6450382001978957,1.589457235428255,280,1265
2024-25,1641741,Ricky Council IV,1610612755,-0.107,-0.0481,0.0589,0.0589,210,252,-42,0.25,-0.88,0.67,1.04,0,-0.28,-0.13,-0.05,-0.107,-0.0481,0.5820775855986586,1.5868918054112053,935,5086
2024-25,1630163,LaMelo Ball,1610612766,-0.1307,-0.0872,0.04350000000000001,0.04350000000000001,221,277,-56,1.21,-0.03,1.86,0.08,-0.05,0.2,-0.14,-0.09,-0.1307,-0.0872,2.7155076571635495,1.5860285728784413,2812,6267
2024-25,1641810,Antonio Reeves,1610612740,0.4562,0.1304,-0.3258,0.3258,52,181,-129,0.5,0.82,-0.07,2.2,0.16,0,0.62,0.14,0.4562,0.1304,0.4360028077699101,1.5752682369173876,540,2711
2024-25,1627741,Buddy Hield,1610612744,1.249,-0.1169,-1.3659000000000001,1.3659000000000001,2,290,-288,2.19,0.44,-0.25,-0.77,-0.02,0.08,1.35,-0.12,1.249,-0.1169,4.115165751801692,1.5681524093219175,2311,7528
2024-25,1631218,Trayce Jackson-Davis,1610612744,-0.0181,-0.0095,0.008600000000000002,0.008600000000000002,186,241,-55,0.42,0.12,-1.09,-0.96,-0.22,-0.31,-0.02,-0.01,-0.0181,-0.0095,0.9568246068392245,1.5314911783896688,1862,4137
2024-25,1631209,Isaiah Wong,1610612766,-0.1028,0.6338,0.7366,0.7366,208,55,153,-0.56,-0.14,0,2.31,-0.26,-0.26,-0.1659,0.7462,-0.1028,0.6338,0,1.510001707643444,267,1127
2024-25,1626162,Kelly Oubre Jr.,1610612755,-0.7237,-0.1367,0.587,0.587,415,296,119,0.06,0.19,-1.37,-0.49,-0.11,-0.2,-0.77,-0.14,-0.7237,-0.1367,0.5415323005528594,1.496961877079109,3233,8388
2024-25,201144,Mike Conley,1610612750,-0.4231,-0.1167,0.3064,0.3064,345,289,56,-0.04,0.3,2.04,-0.08,0.08,0.13,-0.46,-0.12,-0.4231,-0.1167,-0.01793971286208691,1.4813450102632173,2276,7101
2024-25,203926,Doug McDermott,1610612758,-0.2037,0.4282,0.6319,0.6319,251,98,153,0.4,1.33,0.92,1.03,-0.02,0.08,-0.26,0.49,-0.2037,0.4282,0.9981841570902434,1.4274972069805554,673,1386
2024-25,1641727,Dariq Whitehead,1610612751,0.2243,0.6117,0.3874,0.3874,106,58,48,1.27,0.83,0.03,0.8,-0.12,-0.03,0.5804,0.73,0.2243,0.6117,0.2826758070154054,1.3509524323719635,131,1034
2024-25,203944,Julius Randle,1610612750,-0.4724,-0.1565,0.31589999999999996,0.31589999999999996,355,303,52,-0.14,-0.53,-0.71,0.64,-0.42,-0.37,-0.5,-0.16,-0.4724,-0.1565,1.2950060583734562,1.3372836041894645,3458,8998
2024-25,1642261,Dalton Knecht,1610612747,0.5188,-0.1064,-0.6252,0.6252,44,287,-243,0.28,0.24,1.32,-1.15,0.11,-0.06,0.56,-0.11,0.5188,-0.1064,1.199542239632665,1.3349539163901978,2397,5956
2024-25,1631107,Nikola Jović,1610612748,0,-0.0689,-0.0689,0.0689,178,266,-88,0.32,0.34,-0.89,-0.53,-0.14,-0.11,0,-0.0719,0,-0.0689,0.9291008726445454,1.283176846220005,1217,4572
2024-25,1628380,Zach Collins,1610612759,0.0088,-0.0476,-0.056400000000000006,0.056400000000000006,170,251,-81,-0.11,0.03,-1.86,1.79,0.1,-0.06,0.01,-0.05,0.0088,-0.0476,0.2710007271295061,1.2632594926933942,1423,4039
2024-25,1631157,Ryan Rollins,1610612749,1.0438,-0.0189,-1.0627,1.0627,5,244,-239,1.04,0.35,2.13,0.77,-0.1,0.1,1.7216,-0.02,1.0438,-0.0189,0.8023873781794665,1.2111970900307059,589,3402
2024-25,1629626,Bol Bol,1610612756,0.0946,0.1538,0.05919999999999999,0.05919999999999999,140,175,-35,0.57,0.56,0.18,-0.49,-0.23,0.03,0.22,0.17,0.0946,0.1538,0.17397538083083544,1.1728879245287505,151,1903
2024-25,1642382,Branden Carlson,1610612760,-0.0272,0.5021,0.5293,0.5293,188,80,108,-0.32,-0.44,0,-1.02,0.14,0.05,-0.1097,0.6,-0.0272,0.5021,-0.02557984352008259,1.1710045492018977,64,1026
2024-25,1642349,Ajay Mitchell,1610612760,-0.1783,0.0737,0.252,0.252,243,203,40,0.33,0.2,0.79,-0.15,-0.03,0.01,-0.2,0.08,-0.1783,0.0737,0.161589549128702,1.1636718206784291,1694,2348
2024-25,1626167,Myles Turner,1610612754,-0.6042,-0.1662,0.43799999999999994,0.43799999999999994,391,304,87,-0.64,0.43,-1.69,-0.08,-0.02,-0.08,-0.64,-0.17,-0.6042,-0.1662,-0.41251088547572806,1.1584235417263937,3243,8645
2024-25,1630560,Cam Thomas,1610612751,-0.4025,-0.0094,0.3931,0.3931,335,240,95,0.15,-0.25,-1.15,-1.22,-0.38,-0.34,-0.4384,-0.01,-0.4025,-0.0094,0.852617450792189,1.1573262250093475,2246,3125
2024-25,1628975,Jevon Carter,1610612741,-0.1321,0.3053,0.4374,0.4374,223,132,91,0.02,0.08,1.68,2.8,-0.15,0.16,-0.24,0.35,-0.1321,0.3053,0.024328655521817674,1.1538502331395957,276,1366
2024-25,1628420,Monté Morris,1610612756,0.0842,0.0553,-0.028899999999999995,0.028899999999999995,145,212,-67,0.93,0.7,-0.01,0.32,0.03,-0.06,0.1,0.06,0.0842,0.0553,1.1652775024122646,1.096212165273577,1011,2343
2024-25,1630249,Vít Krejčí,1610612737,-0.4263,-0.1056,0.3207,0.3207,347,286,61,-1.12,0.68,-0.92,0.39,0.08,0.08,-0.56,-0.11,-0.4263,-0.1056,-0.7302539259526313,1.070148330828326,781,4749
2024-25,1628963,Marvin Bagley III,1610612764,0.031,0.3501,0.31910000000000005,0.31910000000000005,165,127,38,0.58,0.4,0.45,0.31,-0.15,-0.18,0.04,0.41,0.031,0.3501,0.7939192072786985,1.0672972668581442,687,1170
2024-25,1631466,Nate Williams,1610612745,0.099,0.8076,0.7086,0.7086,139,32,107,1.01,-1.4,-0.12,-0.05,-0.09,0.02,0.4875,1.06,0.099,0.8076,0.1824387371553716,1.0251590990810355,51,640
2024-25,1630169,Tyrese Haliburton,1610612754,0.0667,-0.1862,-0.2529,0.2529,154,313,-159,-0.3,0.82,-0.67,-0.1,0.51,0.44,0.07,-0.19,0.0667,-0.1862,0.30362483062977247,1.0226423549567885,3929,9847
2024-25,1641767,Ben Sheppard,1610612754,-0.2996,-0.125,0.17459999999999998,0.17459999999999998,293,294,-1,0.03,-0.23,-0.88,-1.5,0.1,0.07,-0.35,-0.13,-0.2996,-0.125,-0.15610059787876482,0.9873642254250363,1261,5035
2024-25,1631116,Patrick Baldwin Jr.,1610612764,0.6068,1.2208,0.6140000000000001,0.6140000000000001,30,11,19,1.58,3.19,1.26,2.46,0.15,0,1.1486,1.79,0.6068,1.2208,0.4639197268358939,0.954365741226883,230,429
2024-25,1642258,Zaccharie Risacher,1610612737,-0.7738,-0.1755,0.5983,0.5983,419,309,110,-1,-0.31,-1.81,-1.45,0.17,-0.03,-0.83,-0.18,-0.7738,-0.1755,-1.403733566549331,0.9423333921099019,2893,7854
2024-25,1641763,Julian Phillips,1610612741,-0.4272,-0.1247,0.3025,0.3025,348,293,55,-0.51,0.22,-0.32,-0.98,-0.27,-0.33,-0.48,-0.13,-0.4272,-0.1247,0.2816717672637113,0.9188821662713207,1642,4675
2024-25,1629001,De'Anthony Melton,1610612744,0.8465,0.8796,0.03310000000000002,0.03310000000000002,17,26,-9,1.06,1.07,1.93,1.94,-0.04,0.15,1.1678,1.2134,0.8465,0.8796,0.6627238772946356,0.9013475576160095,527,527
2024-25,1631111,Wendell Moore Jr.,1610612765,-0.1323,0.0364,0.16870000000000002,0.16870000000000002,224,221,3,1.46,0.26,0.82,0.75,-0.27,-0.03,-0.17,0.04,-0.1323,0.0364,1.0476541953494694,0.8958935317795275,675,2039
