panelId,focalId,side,baseCredit,leaveMean,leaveSD,leaveMin,leaveMax,maxAbsDelta
0022400639:0022400639-p0190:off:1630700,1630700,off,-0.09505456484505781,-0.09505456484505774,0.006723811935471482,-0.10305710805284418,-0.08864574479426435,0.008002543207786372
0022400583:0022400583-p0166:off:202691,202691,off,0.09106664543072163,0.09106664543072178,0.006438097004580316,0.08272549451630407,0.09824997659671553,0.008341150914417561
0022400679:0022400679-p0173:off:1627884,1627884,off,0.023520909981942673,0.023520909981942728,0.01294673330375916,0.010070600790389683,0.03669375035946976,0.01345030919155299
0022400701:0022400701-p0189:off:1631105,1631105,off,0.1494523342709877,0.14945233427098775,0.031693939070507576,0.1034915666684082,0.17616210684224587,0.0459607676025795
0022400715:0022400715-p0150:off:1626181,1626181,off,0.050440114969207306,0.05044011496920734,0.006781640855432381,0.03811128775972583,0.05686789111258972,0.012328827209481474
0022400638:0022400638-p0191:off:203484,203484,off,0.09810133890928285,0.09810133890928296,0.008162776082798891,0.0878400249356468,0.1091874308951446,0.011086091985861746
0022400666:0022400666-p0199:off:1630581,1630581,off,0.05344430264899602,0.053444302648996,0.012137010213518581,0.03680949489055674,0.06547859120366839,0.016634807758439285
0022400650:0022400650-p0182:off:1627832,1627832,off,-0.035292210182640504,-0.03529221018264069,0.011927851537650925,-0.05297766078859256,-0.025341626830575503,0.017685450605952058
0022400676:0022400676-p0192:off:1630217,1630217,off,-0.034245017810190514,-0.03424501781019044,0.011689611208866028,-0.05147680946869859,-0.021455091956763317,0.017231791658508078
0022400664:0022400664-p0191:off:1626167,1626167,off,-0.03312374031805487,-0.033123740318054685,0.009405350053772922,-0.04593928893765664,-0.020463046941556096,0.012815548619601769
0022400611:0022400611-p0181:off:1630581,1630581,off,-0.06001260221448601,-0.0600126022144861,0.01657434351000419,-0.07917303538919307,-0.04548517920035988,0.01916043317470706
0022400708:0022400708-p0172:off:203952,203952,off,-0.14584111904642016,-0.1458411190464202,0.008179372971044223,-0.155946523365873,-0.13681846300221512,0.010105404319452838
0022400578:0022400578-p0163:off:1628969,1628969,off,-0.050989490398573256,-0.050989490398573256,0.008930454452369084,-0.061563611133900964,-0.03898308953990648,0.012006400858666777
0022400661:0022400661-p0182:off:203952,203952,off,-0.16685404778034263,-0.16685404778034252,0.00937954549448084,-0.1796919130516934,-0.15465010908021148,0.012837865271350779
0022400642:0022400642-p0164:off:1630245,1630245,off,0.017974619442308493,0.017974619442308343,0.033835095134713826,-0.014098529281564076,0.0533321283307473,0.035357508888438804
0022400683:0022400683-p0163:off:201143,201143,off,0.1608469546325464,0.1608469546325464,0.01585374283995614,0.14374415796153284,0.17854811099862355,0.017701156366077164
0022400593:0022400593-p0164:off:203484,203484,off,0.14813487995212515,0.1481348799521251,0.006570472627530083,0.13641409959192752,0.155963023059563,0.011720780360197636
0022400666:0022400666-p0193:off:1630581,1630581,off,0.03989796732870854,0.03989796732870856,0.011436388677997648,0.025958272784996184,0.052038872313484696,0.013939694543712355
0022400655:0022400655-p0163:off:1627750,1627750,off,0.007799500584021235,0.007799500584021272,0.008463753954972354,-0.0049430361131046485,0.01790269350708673,0.012742536697125884
0022400626:0022400626-p0221:off:1631099,1631099,off,-0.01999461259393409,-0.01999461259393398,0.01162866251961677,-0.03842480509164359,-0.010796742099914214,0.018430192497709497
0022400682:0022400682-p0031:off:1641711,1641711,off,0.020209645214391392,0.020209645214391347,0.007982269055661748,0.011496077218304146,0.029321517755212412,0.00911187254082102
0022400668:0022400668-p0078:off:1628973,1628973,off,-0.0727263886951397,-0.07272638869513977,0.00455728971607379,-0.07992235244077062,-0.06838744729832325,0.007195963745630918
0022400638:0022400638-p0110:off:202699,202699,off,0.11663478191308285,0.11663478191308296,0.011952019702042634,0.10403377900748745,0.1313021367828171,0.01466735486973425
0022400673:0022400673-p0032:off:1628983,1628983,off,0.007668888101798554,0.00766888810179851,0.009049242261836551,-0.0034889268984337196,0.021321948225859977,0.013653060124061422
0022400680:0022400680-p0113:off:202681,202681,off,0.005908088227904562,0.005908088227904451,0.009248172783284584,-0.007838790186038613,0.016664563335322846,0.013746878413943175
0022400600:0022400600-p0131:off:1627832,1627832,off,0.0425764294854416,0.042576429485441714,0.007860431616126136,0.03526844500390158,0.05211472419513152,0.00953829470968992
0022400584:0022400584-p0082:off:1630581,1630581,off,0.017494377938219507,0.017494377938219462,0.008053854243535268,0.008693469605181248,0.0276737348665681,0.010179356928348593
0022400651:0022400651-p0096:off:201942,201942,off,-0.030360072183369335,-0.030360072183369356,0.015335489169015991,-0.04712179036416331,-0.009466192113474103,0.020893880069895232
0022400649:0022400649-p0101:off:1629636,1629636,off,0.2053509548956376,0.20535095489563768,0.008398044061243929,0.19714867874721764,0.21987525372097427,0.014524298825336679
0022400600:0022400600-p0109:off:1630224,1630224,off,0.04928968817368151,0.04928968817368148,0.009762571817341536,0.04238337478669463,0.06596682882156268,0.016677140647881172
0022400686:0022400686-p0090:off:1626167,1626167,off,-0.05178901066104502,-0.05178901066104491,0.004319024660224021,-0.05832317875542148,-0.04717985301346417,0.006534168094376458
0022400645:0022400645-p0015:off:1626145,1626145,off,-0.011198352299313763,-0.011198352299313688,0.00804892071767737,-0.017190869400089515,0.0016983654886486566,0.01289671778796242
0022400609:0022400609-p0045:off:203999,203999,off,0.04051659460470258,0.040516594604702715,0.0036720841174647614,0.03463695432611491,0.04377502434922631,0.005879640278587672
0022400636:0022400636-p0018:off:1629639,1629639,off,0.021690886012285082,0.021690886012285082,0.009720086691594612,0.011781591052221208,0.03520776022669825,0.013516874214413166
0022400664:0022400664-p0109:off:202699,202699,off,0.14182747059618328,0.14182747059618325,0.011730696159933465,0.12709104306615426,0.15675269564084626,0.014925225044662982
0022400692:0022400692-p0003:off:1629060,1629060,off,0.018523626845070917,0.0185236268450709,0.012230422644581606,0.004825090139068733,0.03329294223555079,0.014769315390479876
0022400612:0022400612-p0013:off:1631105,1631105,off,0.07193915652023364,0.07193915652023375,0.009964398579306597,0.06080084771897831,0.08347777402150158,0.011538617501267945
0022400642:0022400642-p0040:off:202331,202331,off,-0.0568895130489786,-0.05688951304897871,0.007152457626175424,-0.06191161209200824,-0.04315565152357914,0.01373386152539946
0022400619:0022400619-p0120:off:1627734,1627734,off,0.10157370594967419,0.10157370594967419,0.01074100662232232,0.08948812433246944,0.11854720184803447,0.01697349589836028
0022400632:0022400632-p0110:off:1628991,1628991,off,0.15336962549470212,0.15336962549470196,0.012487389066899205,0.14539085546930575,0.17540316588955362,0.022033540394851503
0022400699:0022400699-p0073:off:201572,201572,off,-0.06554808488243613,-0.06554808488243617,0.007371084705389688,-0.07224695456214025,-0.05535854252155814,0.01018954236087799
0022400670:0022400670-p0091:off:202681,202681,off,-0.04959475440563321,-0.04959475440563332,0.006760820241838796,-0.05585839080568422,-0.036975522444470554,0.012619231961162658
0022400634:0022400634-p0105:off:1630183,1630183,off,-0.0757309385170164,-0.07573093851701607,0.009043843171333117,-0.08575468433563493,-0.05990080760872907,0.015830130908287332
0022400603:0022400603-p0078:off:1629636,1629636,off,0.14943219324241674,0.14943219324241666,0.004947647794123712,0.14282894861108653,0.155308418652498,0.0066032446313302184
0022400604:0022400604-p0026:off:1628401,1628401,off,-0.03553351576783159,-0.035533515767831626,0.008206850540316482,-0.043584484715938565,-0.02231211550028589,0.013221400267545702
0022400688:0022400688-p0111:off:1631128,1631128,off,-0.04303004185487169,-0.04303004185487169,0.011101341137855993,-0.05456242978857295,-0.029195196790710476,0.013834845064161216
0022400697:0022400697-p0109:off:1641711,1641711,off,0.05661957078114055,0.05661957078114051,0.01074410547607763,0.04813699815341388,0.07231957993159943,0.015700009150458882
0022400698:0022400698-p0137:off:1628369,1628369,off,0.10359301604422533,0.10359301604422529,0.007246580852468597,0.09124927813215145,0.11331863761214345,0.012343737912073882
0022400670:0022400670-p0071:off:202691,202691,off,0.015530832986557108,0.015530832986557145,0.009309495860357937,0.005849818344219049,0.029571072945216992,0.014040239958659884
0022400598:0022400598-p0156:off:1628368,1628368,off,-0.026872707870927437,-0.026872707870927253,0.0050843012188448835,-0.034418957775176784,-0.02110274652972466,0.007546249904249347
0022400668:0022400668-p0088:off:1628969,1628969,off,-0.0009498612220542046,-0.0009498612220542046,0.004854316673700107,-0.008253403574485674,0.005159313789463438,0.007303542352431469
0022400659:0022400659-p0024:off:1626164,1626164,off,0.1523475021047238,0.15234750210472392,0.006266894611986175,0.14540707870063518,0.16005901053065208,0.007711508425928271
0022400710:0022400710-p0086:off:1628386,1628386,off,-0.02832122367499812,-0.02832122367499812,0.010943419327721889,-0.042813640338286385,-0.013126555373893734,0.015194668301104386
0022400589:0022400589-p0139:off:203952,203952,off,-0.11752709546943219,-0.1175270954694323,0.005568769378326542,-0.12534785335304022,-0.11027617949366919,0.007820757883608032
0022400576:0022400576-p0078:off:1628370,1628370,off,-0.09235982695285827,-0.0923598269528582,0.03269335894907395,-0.13010619041573035,-0.07297210331879755,0.03774636346287208
0022400695:0022400695-p0067:off:1630595,1630595,off,0.06373604212141881,0.0637360421214187,0.008774634385854357,0.05699260473506418,0.0781668422053412,0.01443080008392239
0022400683:0022400683-p0134:off:201950,201950,off,-0.15249977753558408,-0.1524997775355842,0.008389958218843472,-0.16040682728325173,-0.13850032951215385,0.013999448023430228
