player,playerId,oldRank,newRank,rankChange,oldRankingScore,newRankingScore,actualPossessions,posteriorAbilityRate,abilityStandardError,seasonWar,eligibilityStatus
Eric Gordon,201569,368,280,88,-0.32,0.013667,3131,-0.3215,0.5239,0.0137,eligible
Torrey Craig,1628470,64,281,-217,0.58,0.01,1265,0.5785,1.44,0.01,eligible
Kevin McCullar Jr.,1641755,235,282,-47,0,0.009333,124,0.0038,1.3499,0.0093,eligible
Lamar Stevens,1630205,50,283,-233,0.66,0.008333,640,0.6642,1.3321,0.0083,eligible
Christian Koloko,1631132,287,284,3,-0.11,0.002,1428,-0.1053,0.8249,0.002,eligible
Clint Capela,203991,189,285,-96,0.11,-0.002,4846,0.1056,1.1598,-0.002,eligible
Tolu Smith,1642449,246,286,-40,-0.02,-0.002,73,-0.0196,2.1139,-0.002,eligible
Paolo Banchero,1631094,502,287,215,-0.97,-0.004333,6238,-0.9689,1.4636,-0.0043,eligible
Drew Peterson,1641809,190,288,-98,0.11,-0.008,714,0.1094,1.7684,-0.008,eligible
Jahmir Young,1642443,248,289,-41,-0.03,-0.009,130,-0.035,1.1965,-0.009,eligible
Lonnie Walker IV,1629022,550,290,260,-1.64,-0.012,1994,-1.6359,1.9973,-0.012,eligible
Jock Landale,1629111,309,291,18,-0.18,-0.018,2153,-0.183,0.9134,-0.018,eligible
Cole Swider,1631306,409,292,117,-0.44,-0.019667,729,-0.4394,0.7432,-0.0197,eligible
Jaden Springer,1630531,71,293,-222,0.55,-0.024333,1472,0.5546,1.8994,-0.0243,eligible
Emanuel Miller,1641801,256,294,-38,-0.05,-0.026,90,-0.0497,1.2948,-0.026,eligible
Yuri Collins,1641879,267,295,-28,-0.07,-0.032667,70,-0.0746,1.6917,-0.0327,eligible
Trentyn Flowers,1642280,168,296,-128,0.17,-0.033333,115,0.1679,1.7868,-0.0333,eligible
Josh Green,1630182,161,297,-136,0.2,-0.037667,7785,0.2047,0.5219,-0.0377,eligible
Donovan Clingan,1642270,331,298,33,-0.23,-0.038333,5452,-0.2315,0.4658,-0.0383,eligible
Jae'Sean Tate,1630256,317,299,18,-0.2,-0.038667,2459,-0.2035,0.8014,-0.0387,eligible
Jalen Bridges,1641779,406,300,106,-0.42,-0.04,117,-0.4171,1.7725,-0.04,eligible
Adama Sanogo,1641766,274,301,-27,-0.08,-0.042667,88,-0.0835,1.6594,-0.0427,eligible
Nae'Qwan Tomlin,1641772,407,302,105,-0.42,-0.056667,267,-0.4174,1.211,-0.0567,eligible
A.J. Lawson,1630639,157,303,-146,0.21,-0.060333,2076,0.2098,0.6766,-0.0603,eligible
Duop Reath,1641871,260,304,-44,-0.06,-0.062333,1949,-0.0635,0.8458,-0.0623,eligible
Bruno Fernando,1628981,208,305,-97,0.07,-0.062333,640,0.0652,0.9989,-0.0623,eligible
Isaiah Wong,1631209,57,306,-249,0.63,-0.062667,1127,0.6338,1.9181,-0.0627,eligible
LaMelo Ball,1630163,278,307,-29,-0.09,-0.075333,6267,-0.0872,1.275,-0.0753,eligible
Kylor Kelley,1630283,127,308,-181,0.35,-0.080333,512,0.3524,1.2682,-0.0803,eligible
Ron Harper Jr.,1631199,288,309,-21,-0.11,-0.081667,50,-0.1072,1.8911,-0.0817,eligible
Cam Christie,1642353,216,310,-94,0.05,-0.082,239,0.049,1.7425,-0.082,eligible
Haywood Highsmith,1629312,229,311,-82,0.01,-0.085,7260,0.0097,0.4122,-0.085,eligible
Tim Hardaway Jr.,203501,369,312,57,-0.32,-0.085,8864,-0.3227,1.4588,-0.085,eligible
Lester Quinones,1631311,499,313,186,-0.95,-0.094333,780,-0.9471,1.2284,-0.0943,eligible
Max Strus,1629622,261,314,-53,-0.06,-0.095333,5381,-0.0578,0.7186,-0.0953,eligible
Tristen Newton,1641803,301,315,-14,-0.15,-0.096,75,-0.152,1.8754,-0.096,eligible
Dalen Terry,1631207,146,316,-170,0.25,-0.103,4286,0.2484,2.2378,-0.103,eligible
D.J. Carton,1630618,275,317,-42,-0.08,-0.104,151,-0.081,2.2022,-0.104,eligible
Devin Carter,1642269,424,318,106,-0.51,-0.104333,1566,-0.5054,0.4811,-0.1043,eligible
MarJon Beauchamp,1630699,370,319,51,-0.32,-0.106,651,-0.3213,1.4829,-0.106,eligible
Taylor Hendricks,1641707,305,320,-15,-0.17,-0.106333,322,-0.1746,1.2855,-0.1063,eligible
Trevelin Queen,1630243,374,321,53,-0.33,-0.116333,1731,-0.3317,0.9528,-0.1163,eligible
Jaylen Martin,1641798,321,322,-1,-0.21,-0.119667,999,-0.211,0.5361,-0.1197,eligible
Justin Minaya,1631303,138,323,-185,0.27,-0.121333,407,0.2749,0.9624,-0.1213,eligible
Charles Bassey,1629646,257,324,-67,-0.05,-0.121333,1568,-0.0532,1.2863,-0.1213,eligible
P.J. Tucker,200782,345,325,20,-0.26,-0.134,225,-0.2551,1.1033,-0.134,eligible
Jae Crowder,203109,242,326,-84,-0.01,-0.136,421,-0.0136,0.8135,-0.136,eligible
Jacob Toppin,1631210,450,327,123,-0.61,-0.143,296,-0.6087,1.2084,-0.143,eligible
Nickeil Alexander-Walker,1629638,230,328,-98,0.01,-0.149333,8480,0.0098,1.0001,-0.1493,eligible
Jamaree Bouyea,1631123,381,329,52,-0.34,-0.15,199,-0.3447,1.0985,-0.15,eligible
Maxwell Lewis,1641721,513,330,183,-1.03,-0.151333,1324,-1.0251,0.3595,-0.1513,eligible
Daniss Jenkins,1642450,351,331,20,-0.28,-0.152333,70,-0.2757,1.9172,-0.1523,eligible
Shaedon Sharpe,1631101,412,332,80,-0.46,-0.157,9336,-0.4601,1.2534,-0.157,eligible
Jordan Goodwin,1630692,236,333,-97,0,-0.159,2216,0,0.8497,-0.159,eligible
Malevy Leons,1642502,389,334,55,-0.36,-0.160667,82,-0.3567,2.0079,-0.1607,eligible
Jazian Gortman,1641789,313,335,-22,-0.19,-0.161,239,-0.186,1.4117,-0.161,eligible
Braxton Key,1630296,340,336,4,-0.25,-0.172333,56,-0.249,2.2545,-0.1723,eligible
Cody Martin,1628998,224,337,-113,0.03,-0.172667,4817,0.0288,1.8337,-0.1727,eligible
Jordan Clarkson,203903,202,338,-136,0.08,-0.174333,4009,0.0762,0.5849,-0.1743,eligible
Jack McVeigh,1629098,386,339,47,-0.35,-0.174667,190,-0.3508,1.8084,-0.1747,eligible
Colin Castleton,1630658,322,340,-18,-0.21,-0.175,1749,-0.2064,1.2623,-0.175,eligible
Patty Mills,201988,390,341,49,-0.36,-0.175667,1392,-0.3585,0.6779,-0.1757,eligible
Branden Carlson,1642382,84,342,-258,0.5,-0.178,1026,0.5021,1.0975,-0.178,eligible
Keegan Murray,1631099,352,343,9,-0.28,-0.179667,10655,-0.2847,0.9633,-0.1797,eligible
Terance Mann,1629611,425,344,81,-0.51,-0.181333,5811,-0.5124,1.2218,-0.1813,eligible
Kobe Bufkin,1641723,479,345,134,-0.77,-0.185667,530,-0.7691,0.7216,-0.1857,eligible
Jerami Grant,203924,362,346,16,-0.3,-0.186,6242,-0.3004,0.8275,-0.186,eligible
Daishen Nix,1630227,353,347,6,-0.28,-0.198,57,-0.281,2.4289,-0.198,eligible
Liam Robbins,1641857,439,348,91,-0.56,-0.199667,233,-0.5568,2.6133,-0.1997,eligible
Anton Watson,1641817,396,349,47,-0.37,-0.2,96,-0.3652,2.6271,-0.2,eligible
Pete Nance,1631250,333,350,-17,-0.24,-0.215333,541,-0.2409,0.7851,-0.2153,eligible
Alex Ducas,1642505,426,351,75,-0.52,-0.216333,511,-0.5175,0.7877,-0.2163,eligible
Emoni Bates,1641734,538,352,186,-1.3,-0.218667,302,-1.2994,2.0048,-0.2187,eligible
Marcus Garrett,1630585,402,353,49,-0.4,-0.220333,311,-0.4033,2.4115,-0.2203,eligible
Armel Traoré,1642422,487,354,133,-0.81,-0.224333,275,-0.8142,0.8619,-0.2243,eligible
Mikal Bridges,1628969,375,355,20,-0.33,-0.224667,12218,-0.3345,1.1545,-0.2247,eligible
Tre Mann,1630544,520,356,164,-1.1,-0.231,1304,-1.097,1.3115,-0.231,eligible
Bradley Beal,203078,334,357,-23,-0.24,-0.233667,7020,-0.2431,2.0274,-0.2337,eligible
Enrique Freeman,1642402,496,358,138,-0.9,-0.236,791,-0.9019,1.9061,-0.236,eligible
Killian Hayes,1630165,546,359,187,-1.54,-0.240333,678,-1.5444,1.6127,-0.2403,eligible
Ousmane Dieng,1631172,473,360,113,-0.73,-0.240667,1655,-0.7316,1.3497,-0.2407,eligible
Ulrich Chomche,1642279,433,361,72,-0.54,-0.240667,123,-0.5426,1.776,-0.2407,eligible
Vlatko Čančar,1628427,284,362,-78,-0.1,-0.241333,560,-0.0958,1.1938,-0.2413,eligible
Ziaire Williams,1630533,237,363,-126,0,-0.258667,6216,0,0.9161,-0.2587,eligible
Reece Beekman,1641736,327,364,-37,-0.22,-0.259,1893,-0.2171,0.5118,-0.259,eligible
Cam Thomas,1630560,243,365,-122,-0.01,-0.279,3125,-0.0094,1.0255,-0.279,eligible
Kevin Knox II,1628995,195,366,-171,0.1,-0.28,349,0.1017,1.3332,-0.28,eligible
Matt Ryan,1630346,497,367,130,-0.92,-0.281,282,-0.9157,1.7367,-0.281,eligible
James Johnson,201949,453,368,85,-0.63,-0.288667,142,-0.627,2.6537,-0.2887,eligible
Shake Milton,1629003,318,369,-51,-0.2,-0.295,3407,-0.1984,0.4376,-0.295,eligible
Keaton Wallace,1630811,397,370,27,-0.37,-0.295,2112,-0.3654,1.4172,-0.295,eligible
Jake LaRavia,1631222,359,371,-12,-0.29,-0.296333,5688,-0.2898,0.5969,-0.2963,eligible
Jarace Walker,1641716,465,372,93,-0.7,-0.296667,4917,-0.7015,1.9762,-0.2967,eligible
Phillip Wheeler,1630762,441,373,68,-0.57,-0.299333,172,-0.5693,2.3213,-0.2993,eligible
Rayan Rupert,1641712,382,374,8,-0.34,-0.311667,1978,-0.336,0.5924,-0.3117,eligible
Jonas Valančiūnas,202685,323,375,-52,-0.21,-0.321667,6064,-0.213,0.648,-0.3217,eligible
Jaylen Nowell,1629669,452,376,76,-0.62,-0.322,661,-0.6151,2.0679,-0.322,eligible
Kevin Love,201567,335,377,-42,-0.24,-0.323667,1062,-0.2356,1.0688,-0.3237,eligible
David Roddy,1631223,408,378,30,-0.43,-0.327,1823,-0.4325,0.505,-0.327,eligible
Yuki Kawamura,1642530,540,379,161,-1.36,-0.327,371,-1.3644,1.6939,-0.327,eligible
Drew Timme,1631166,376,380,-4,-0.33,-0.336333,1050,-0.335,0.9058,-0.3363,eligible
Taurean Prince,1627752,279,381,-102,-0.09,-0.336333,8916,-0.088,1.1496,-0.3363,eligible
Garrett Temple,202066,430,382,48,-0.53,-0.337333,944,-0.5281,1.4542,-0.3373,eligible
Stanley Umude,1630649,399,383,16,-0.38,-0.342333,354,-0.377,1.9951,-0.3423,eligible
Trendon Watford,1630570,147,384,-237,0.25,-0.363333,3596,0.2463,0.8306,-0.3633,eligible
Bryce McGowens,1631121,302,385,-83,-0.15,-0.371667,126,-0.1469,2.9031,-0.3717,eligible
Javonte Green,1629750,238,386,-148,0,-0.372333,5154,0,0.8839,-0.3723,eligible
Kyle Lowry,200768,391,387,4,-0.36,-0.379667,2693,-0.363,0.3736,-0.3797,eligible
Luka Garza,1630568,506,388,118,-0.98,-0.391,926,-0.9786,0.7717,-0.391,eligible
Nate Williams,1631466,32,389,-357,0.81,-0.392,640,0.8076,1.5199,-0.392,eligible
TyTy Washington Jr.,1631102,417,390,27,-0.47,-0.401,456,-0.4657,2.1271,-0.401,eligible
Ben Sheppard,1641767,295,391,-96,-0.13,-0.401667,5035,-0.125,1.2914,-0.4017,eligible
Gui Santos,1630611,276,392,-116,-0.08,-0.402667,3041,-0.0751,2.3988,-0.4027,eligible
Marcus Bagley,1630542,387,393,-6,-0.35,-0.404,1066,-0.351,0.9754,-0.404,eligible
Markelle Fultz,1628365,211,394,-183,0.06,-0.409667,766,0.0555,2.3237,-0.4097,eligible
JT Thor,1630550,434,395,39,-0.54,-0.412,997,-0.5414,0.6488,-0.412,eligible
Chris Livingston,1641753,377,396,-19,-0.33,-0.416,408,-0.3288,1.0901,-0.416,eligible
Jaden Ivey,1631093,435,397,38,-0.54,-0.421,3610,-0.5391,0.3596,-0.421,eligible
Spencer Jones,1642461,509,398,111,-1,-0.421333,515,-1.0012,1.0768,-0.4213,eligible
Joel Embiid,203954,427,399,28,-0.52,-0.434,2361,-0.5246,1.5844,-0.434,eligible
Oshae Brissett,1629052,448,400,48,-0.6,-0.435667,559,-0.5978,1.5293,-0.4357,eligible
CJ McCollum,203468,360,401,-41,-0.29,-0.438333,7655,-0.2924,1.4589,-0.4383,eligible
Baylor Scheierman,1631248,528,402,126,-1.19,-0.442,1479,-1.1892,0.6362,-0.442,eligible
Tyson Etienne,1630623,438,403,35,-0.55,-0.444333,642,-0.5492,1.2592,-0.4443,eligible
Taj Gibson,201959,436,404,32,-0.54,-0.445,1649,-0.5351,0.3858,-0.445,eligible
Kelly Olynyk,203482,392,405,-13,-0.36,-0.446,3675,-0.3604,1.7476,-0.446,eligible
Pat Spencer,1630311,458,406,52,-0.64,-0.446667,1037,-0.6371,2.1814,-0.4467,eligible
Josh Christopher,1630528,531,407,124,-1.25,-0.447,301,-1.2497,3.6751,-0.447,eligible
Ayo Dosunmu,1630245,383,408,-25,-0.34,-0.448333,5993,-0.3387,0.3884,-0.4483,eligible
Isaiah Stewart,1630191,341,409,-68,-0.25,-0.452333,6066,-0.2517,1.0944,-0.4523,eligible
Naji Marshall,1630230,324,410,-86,-0.21,-0.455,7960,-0.2146,0.4955,-0.455,eligible
Kobe Brown,1641738,262,411,-149,-0.06,-0.458,1066,-0.0589,1.2274,-0.458,eligible
Gradey Dick,1641711,280,412,-132,-0.09,-0.461333,6624,-0.0874,0.2901,-0.4613,eligible
Cam Reddish,1629629,421,413,8,-0.49,-0.465,2518,-0.491,0.6813,-0.465,eligible
Bennedict Mathurin,1631097,350,414,-64,-0.27,-0.475333,8810,-0.2738,2.6805,-0.4753,eligible
Delon Wright,1626153,314,415,-101,-0.19,-0.481333,2571,-0.1948,1.131,-0.4813,eligible
Marcus Smart,203935,459,416,43,-0.64,-0.488333,3098,-0.6388,1.135,-0.4883,eligible
Josh Richardson,1626196,523,417,106,-1.12,-0.494,578,-1.1167,1.4251,-0.494,eligible
Nic Claxton,1629651,378,418,-40,-0.33,-0.494667,7622,-0.3313,1.009,-0.4947,eligible
Noah Clowney,1641730,239,419,-180,0,-0.501,4216,0,0.6475,-0.501,eligible
Pacôme Dadiet,1642359,466,420,46,-0.7,-0.504667,449,-0.6988,1.4199,-0.5047,eligible
Brandon Ingram,1627742,514,421,93,-1.03,-0.514,2446,-1.0283,1.886,-0.514,eligible
Jarred Vanderbilt,1629020,371,422,-51,-0.32,-0.518,2355,-0.3226,1.3481,-0.518,eligible
Reggie Jackson,202704,372,423,-51,-0.32,-0.520667,1564,-0.3235,1.9555,-0.5207,eligible
Oso Ighodaro,1642345,379,424,-45,-0.33,-0.526333,4222,-0.3342,1.4408,-0.5263,eligible
JD Davison,1631120,544,425,119,-1.5,-0.531333,339,-1.5032,1.4077,-0.5313,eligible
Ronald Holland II,1641842,380,426,-46,-0.33,-0.538333,5334,-0.3277,1.223,-0.5383,eligible
Hunter Tyson,1641816,541,427,114,-1.38,-0.538333,1585,-1.3763,2.1879,-0.5383,eligible
Joe Ingles,204060,481,428,53,-0.78,-0.544,468,-0.7777,3.513,-0.544,eligible
DeAndre Jordan,201599,418,429,-11,-0.47,-0.549,2840,-0.4671,0.2816,-0.549,eligible
Jalen Suggs,1630591,212,430,-218,0.06,-0.559333,4056,0.0557,0.9765,-0.5593,eligible
Pat Connaughton,1626192,467,431,36,-0.7,-0.588,2454,-0.7027,1.1222,-0.588,eligible
Jaylen Brown,1627759,319,432,-113,-0.2,-0.595333,8799,-0.1956,1.8489,-0.5953,eligible
Mo Bamba,1628964,442,433,9,-0.57,-0.604667,1645,-0.5706,1.9247,-0.6047,eligible
Tyrese Martin,1631213,393,434,-41,-0.36,-0.605667,5298,-0.3565,0.8739,-0.6057,eligible
Ryan Dunn,1642346,366,435,-69,-0.31,-0.615,5655,-0.3091,1.1621,-0.615,eligible
Max Christie,1631108,162,436,-274,0.2,-0.624333,8740,0.1955,0.2737,-0.6243,eligible
Dario Šarić,203967,533,437,96,-1.27,-0.644,854,-1.2721,1.2955,-0.644,eligible
Devin Booker,1626164,249,438,-189,-0.03,-0.658,11430,-0.0295,0.6444,-0.658,eligible
Bronny James,1642355,539,439,100,-1.33,-0.665333,717,-1.3292,2.3405,-0.6653,eligible
Trey Alexander,1641725,518,440,78,-1.07,-0.666,487,-1.0704,2.3713,-0.666,eligible
Markieff Morris,202693,552,441,111,-1.76,-0.667333,634,-1.7636,2.4299,-0.6673,eligible
Deandre Ayton,1629028,508,442,66,-0.99,-0.667667,4954,-0.9878,1.1853,-0.6677,eligible
Olivier-Maxence Prosper,1641765,444,443,1,-0.58,-0.669333,2370,-0.581,0.6789,-0.6693,eligible
Drew Eubanks,1629234,363,444,-81,-0.3,-0.690333,3072,-0.3004,1.0497,-0.6903,eligible
Georges Niang,1627777,169,445,-276,0.17,-0.690667,7167,0.1654,0.93,-0.6907,eligible
Craig Porter Jr.,1641854,474,446,28,-0.73,-0.690667,2067,-0.7294,1.6888,-0.6907,eligible
Blake Wesley,1631104,420,447,-27,-0.48,-0.698667,2687,-0.484,2.3166,-0.6987,eligible
Steven Adams,203500,364,448,-84,-0.3,-0.705,3240,-0.3014,1.2002,-0.705,eligible
Jordan Miller,1641757,365,449,-84,-0.3,-0.718333,1687,-0.304,0.6679,-0.7183,eligible
Trey Jemison,1641998,495,450,45,-0.89,-0.720667,1530,-0.8932,1.7401,-0.7207,eligible
Wendell Carter Jr.,1628976,346,451,-105,-0.26,-0.722,7120,-0.2626,1.4523,-0.722,eligible
Luke Travers,1631247,534,452,82,-1.28,-0.726,347,-1.2814,3.7062,-0.726,eligible
Simone Fontecchio,1631323,464,453,11,-0.69,-0.736,5324,-0.6939,0.8178,-0.736,eligible
Kessler Edwards,1630556,498,454,44,-0.94,-0.744333,2540,-0.9363,1.6562,-0.7443,eligible
Guerschon Yabusele,1627824,336,455,-119,-0.24,-0.750333,7585,-0.2436,1.0618,-0.7503,eligible
Bruce Brown,1628971,325,456,-131,-0.21,-0.752333,3799,-0.209,1.6039,-0.7523,eligible
Isaiah Hartenstein,1628392,437,457,-20,-0.54,-0.759667,6484,-0.5432,1.0785,-0.7597,eligible
DaQuan Jeffries,1629610,361,458,-97,-0.29,-0.766333,4315,-0.2867,1.1434,-0.7663,eligible
Bogdan Bogdanović,203992,476,459,17,-0.75,-0.790333,5461,-0.7524,1.6369,-0.7903,eligible
Andre Drummond,203083,354,460,-106,-0.28,-0.792667,3050,-0.2815,0.9936,-0.7927,eligible
Justin Edwards,1642348,310,461,-151,-0.18,-0.807333,4636,-0.1821,1.1705,-0.8073,eligible
Ariel Hukporti,1630574,535,462,73,-1.28,-0.815667,874,-1.2776,1.0969,-0.8157,eligible
Zaccharie Risacher,1642258,311,463,-152,-0.18,-0.833333,7854,-0.1755,0.849,-0.8333,eligible
Gabe Vincent,1629216,443,464,-21,-0.57,-0.841667,6205,-0.5716,1.3405,-0.8417,eligible
Peyton Watson,1631212,355,465,-110,-0.28,-0.861333,7060,-0.282,0.1467,-0.8613,eligible
Jalen Wilson,1630592,342,466,-124,-0.25,-0.870333,8064,-0.2537,1.4078,-0.8703,eligible
Tyler Kolek,1642278,419,467,-48,-0.47,-0.891667,1177,-0.4701,3.1373,-0.8917,eligible
Bismack Biyombo,202687,268,468,-200,-0.07,-0.892,2171,-0.0733,0.8577,-0.892,eligible
Mason Plumlee,203486,460,469,-9,-0.64,-0.895,5231,-0.6357,3.3932,-0.895,eligible
Jalen Pickett,1629618,489,470,19,-0.83,-0.923333,2695,-0.8285,2.0002,-0.9233,eligible
Jaime Jaquez Jr.,1631170,347,471,-124,-0.26,-0.960667,5390,-0.2603,0.8354,-0.9607,eligible
Damion Baugh,1641878,306,472,-166,-0.17,-0.974333,1530,-0.168,3.0468,-0.9743,eligible
James Harden,201935,507,473,34,-0.98,-0.993667,11469,-0.9829,1.1427,-0.9937,eligible
Jalen Hood-Schifino,1641720,199,474,-275,0.09,-1.019333,1247,0.0862,2.1015,-1.0193,eligible
Paul George,202331,440,475,-35,-0.56,-1.021667,5404,-0.5593,0.9011,-1.0217,eligible
Alperen Sengun,1630578,337,476,-139,-0.24,-1.032667,9596,-0.2351,2.1136,-1.0327,eligible
Trey Lyles,1626168,413,477,-64,-0.46,-1.040667,5483,-0.4631,0.2845,-1.0407,eligible
LeBron James,2544,449,478,-29,-0.6,-1.049,10062,-0.5981,1.9912,-1.049,eligible
T.J. McConnell,204456,404,479,-75,-0.41,-1.053667,5905,-0.4062,2.0351,-1.0537,eligible
Svi Mykhailiuk,1629004,471,480,-9,-0.71,-1.054,3140,-0.7145,1.5602,-1.054,eligible
Adam Flagler,1641745,530,481,49,-1.24,-1.061667,808,-1.2425,2.6287,-1.0617,eligible
Precious Achiuwa,1630173,398,482,-84,-0.37,-1.067,4884,-0.3747,1.7926,-1.067,eligible
Jericho Sims,1630579,493,483,10,-0.86,-1.077,2502,-0.8612,0.2405,-1.077,eligible
RJ Barrett,1629628,348,484,-136,-0.26,-1.088333,7729,-0.2632,1.339,-1.0883,eligible
Reed Sheppard,1642263,545,485,60,-1.51,-1.097333,2822,-1.5128,2.9357,-1.0973,eligible
Tristan da Silva,1641783,367,486,-119,-0.31,-1.119,6500,-0.3104,0.4805,-1.119,eligible
Jaylon Tyson,1642281,468,487,-19,-0.7,-1.119,1834,-0.7033,1.9094,-1.119,eligible
Alex Len,203458,469,488,-19,-0.7,-1.125667,1510,-0.6976,2.968,-1.1257,eligible
Jeremiah Robinson-Earl,1630526,338,489,-151,-0.24,-1.145667,5128,-0.2406,0.5397,-1.1457,eligible
Cole Anthony,1630175,477,490,-13,-0.76,-1.160333,4952,-0.7593,1.5063,-1.1603,eligible
Jett Howard,1641724,269,491,-222,-0.07,-1.167333,2912,-0.0655,0.9709,-1.1673,eligible
Micah Potter,1630695,422,492,-70,-0.49,-1.188,2933,-0.4868,0.7831,-1.188,eligible
Daniel Theis,1628464,480,493,-13,-0.77,-1.222,2604,-0.7652,0.7244,-1.222,eligible
Xavier Tillman,1630214,547,494,53,-1.56,-1.229333,926,-1.5625,1.8915,-1.2293,eligible
Dalano Banton,1630625,217,495,-278,0.05,-1.248,4609,0.0479,1.6714,-1.248,eligible
Kris Murray,1631200,431,496,-65,-0.53,-1.295667,4396,-0.5261,0.5861,-1.2957,eligible
Vince Williams Jr.,1631246,551,497,54,-1.75,-1.296667,2150,-1.7474,1.7296,-1.2967,eligible
Jordan Walsh,1641775,482,498,-16,-0.78,-1.300667,1552,-0.7795,1.8068,-1.3007,eligible
Nick Richards,1630208,307,499,-192,-0.17,-1.321,5185,-0.1733,1.8625,-1.321,eligible
Anthony Black,1641710,428,500,-72,-0.52,-1.331333,7568,-0.5164,0.2314,-1.3313,eligible
Bobby Portis,1626171,510,501,9,-1.01,-1.350667,5132,-1.0106,0.7436,-1.3507,eligible
AJ Johnson,1642358,356,502,-146,-0.28,-1.364333,2608,-0.2786,2.0386,-1.3643,eligible
Jonathan Mogbo,1642367,405,503,-98,-0.41,-1.375,5312,-0.4144,0.9236,-1.375,eligible
Tristan Thompson,202684,554,504,50,-2.04,-1.391333,1319,-2.0406,0.5698,-1.3913,eligible
Kyshawn George,1642273,483,505,-22,-0.78,-1.403667,7444,-0.7791,0.9108,-1.4037,eligible
Kevin Porter Jr.,1629645,548,506,42,-1.56,-1.417667,6073,-1.5587,0.7985,-1.4177,eligible
Jusuf Nurkić,203994,500,507,-7,-0.96,-1.420333,4353,-0.9561,1.0611,-1.4203,eligible
Orlando Robinson,1631115,454,508,-54,-0.63,-1.476333,3152,-0.63,0.8314,-1.4763,eligible
Ricky Council IV,1641741,258,509,-251,-0.05,-1.544333,5086,-0.0481,1.4626,-1.5443,eligible
Rob Dillingham,1642265,515,510,5,-1.05,-1.545,2124,-1.051,2.6015,-1.545,eligible
Maxi Kleber,1628467,525,511,14,-1.15,-1.581,2673,-1.1549,0.8609,-1.581,eligible
Caleb Martin,1628997,414,512,-98,-0.46,-1.588667,4907,-0.4612,0.6897,-1.5887,eligible
Julius Randle,203944,303,513,-210,-0.16,-1.612667,8998,-0.1565,1.5733,-1.6127,eligible
Jaden Hardy,1630702,524,514,10,-1.12,-1.643333,3760,-1.1204,1.0702,-1.6433,eligible
Bam Adebayo,1628389,486,515,-29,-0.8,-1.643667,10589,-0.8048,0.6495,-1.6437,eligible
Dillon Jones,1641794,537,516,21,-1.29,-1.667667,2322,-1.289,1.0105,-1.6677,eligible
Keon Johnson,1630553,463,517,-54,-0.67,-1.684333,7816,-0.6728,0.4805,-1.6843,eligible
Julian Strawther,1631124,455,518,-63,-0.63,-1.700333,5768,-0.6282,2.1641,-1.7003,eligible
Tidjane Salaün,1642275,429,519,-90,-0.52,-1.780333,4975,-0.5191,0.3022,-1.7803,eligible
Jordan Hawkins,1641722,503,520,-17,-0.97,-1.817667,5481,-0.9744,1.0336,-1.8177,eligible
GG Jackson,1641713,529,521,8,-1.23,-1.846333,1946,-1.2333,2.5206,-1.8463,eligible
Klay Thompson,202691,400,522,-122,-0.38,-1.874667,8166,-0.3807,1.731,-1.8747,eligible
Davion Mitchell,1630558,504,523,-19,-0.97,-1.948,8229,-0.9665,1.6149,-1.948,eligible
Scottie Barnes,1630567,470,524,-54,-0.7,-1.963667,8958,-0.7043,1.382,-1.9637,eligible
Andre Jackson Jr.,1641748,519,525,-6,-1.08,-1.992,3953,-1.0756,1.197,-1.992,eligible
Vasilije Micić,203995,526,526,0,-1.17,-2.002,3118,-1.1747,1.7325,-2.002,eligible
Chris Paul,101108,445,527,-82,-0.59,-2.011333,9301,-0.5874,1.8033,-2.0113,eligible
Spencer Dinwiddie,203915,410,528,-118,-0.45,-2.031667,8876,-0.4499,0.4773,-2.0317,eligible
Yves Missi,1642274,475,529,-54,-0.73,-2.037333,8030,-0.7318,0.4822,-2.0373,eligible
Malik Monk,1628370,456,530,-74,-0.63,-2.106333,8545,-0.6254,2.2161,-2.1063,eligible
KJ Simpson,1642354,543,531,12,-1.47,-2.12,3382,-1.4729,2.3116,-2.12,eligible
Josh Giddey,1630581,492,532,-40,-0.85,-2.324333,8977,-0.851,1.3877,-2.3243,eligible
Elfrid Payton,203901,511,533,-22,-1.01,-2.389333,2025,-1.0102,5.6692,-2.3893,eligible
Dennis Schröder,203471,415,534,-119,-0.46,-2.486333,8663,-0.4594,0.8927,-2.4863,eligible
Dejounte Murray,1627749,536,535,1,-1.28,-2.588667,4195,-1.2793,2.3324,-2.5887,eligible
Cade Cunningham,1630595,446,536,-90,-0.59,-2.761,10295,-0.5886,2.3353,-2.761,eligible
D'Angelo Russell,1626156,478,537,-59,-0.76,-2.787,6146,-0.7554,2.4354,-2.787,eligible
Nick Smith Jr.,1641733,512,538,-26,-1.01,-2.798333,5645,-1.0141,2.2339,-2.7983,eligible
Scoot Henderson,1630703,490,539,-49,-0.84,-2.841333,7279,-0.837,1.383,-2.8413,eligible
Andrew Nembhard,1629614,527,540,-13,-1.17,-2.855333,7546,-1.169,0.546,-2.8553,eligible
Patrick Williams,1630172,461,541,-80,-0.64,-2.889667,6807,-0.6412,0.6334,-2.8897,eligible
Bilal Coulibaly,1641731,491,542,-51,-0.84,-3.031333,8214,-0.8396,0.4797,-3.0313,eligible
Jamal Shead,1642347,553,543,10,-1.76,-3.151,6099,-1.7622,3.7418,-3.151,eligible
